Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
SU7541,Ural Airlines,2025-09-22,05:31:39,239
S79300,Utair,2024-02-27,21:39:21,11
U64903,Red Wings,2024-10-16,23:36:46,111
UT3069,Pobeda,2024-01-02,08:40:35,33
SU4831,Red Wings,2024-04-05,05:49:27,67
UT4892,S7 Airlines,2024-01-28,03:35:21,240
WZ3462,Aeroflot,2025-06-13,06:30:08,295
UT1422,Nordwind,2025-01-27,13:35:14,155
N44459,Pobeda,2025-12-14,14:17:06,31
N48395,Rossiya,2024-07-08,15:41:50,288
SU4209,Nordwind,2025-09-01,20:21:26,291
UT2042,Rossiya,2024-02-20,21:04:20,93
S74652,Aeroflot,2024-06-14,19:53:11,112
U66848,Ural Airlines,2024-12-03,03:24:10,275
FV1672,Aeroflot,2025-11-24,08:24:54,241
FV4590,Aeroflot,2025-07-16,04:15:51,104
N47949,Rossiya,2025-10-26,02:57:37,265
DP697,Rossiya,2025-12-25,04:46:31,75
S71097,Rossiya,2025-02-05,08:02:50,202
UT1821,Rossiya,2024-06-19,07:11:25,171
WZ5310,Aeroflot,2025-10-19,22:46:21,150
FV4106,Rossiya,2025-11-13,16:58:17,197
U62140,Pobeda,2024-09-15,18:06:45,224
U6936,Pobeda,2025-07-28,06:43:52,213
UT639,Utair,2025-05-18,22:41:35,77
U62406,Nordwind,2025-09-24,14:28:20,62
UT7157,Utair,2024-07-05,20:41:37,232
S77102,Aeroflot,2024-06-08,02:16:10,151
SU7915,S7 Airlines,2024-04-01,19:01:58,214
WZ1283,Nordwind,2024-09-14,05:45:37,163
S77805,Nordwind,2024-03-23,07:19:38,204
SU3032,Utair,2025-11-22,11:11:54,193
SU2768,S7 Airlines,2025-06-25,03:15:51,268
DP2540,Red Wings,2024-03-06,12:11:54,209
SU450,Rossiya,2025-09-01,11:58:47,86
N41057,Aeroflot,2024-12-11,17:33:43,146
WZ1030,Rossiya,2025-08-22,04:40:35,225
SU8723,Utair,2025-09-23,08:50:59,143
U66748,S7 Airlines,2025-02-28,19:37:32,282
DP4704,S7 Airlines,2025-04-25,13:12:43,265
SU1144,Red Wings,2024-07-07,19:18:59,292
N41980,S7 Airlines,2024-05-13,14:34:45,93
WZ3247,Red Wings,2024-09-18,22:41:48,174
FV5417,Pobeda,2025-10-14,02:44:14,79
N44828,Red Wings,2025-02-05,16:47:32,59
SU335,Ural Airlines,2024-04-12,11:36:41,208
UT4762,S7 Airlines,2024-11-08,11:04:53,171
U63889,Nordwind,2024-08-25,09:49:33,120
U64986,Red Wings,2024-11-18,15:11:57,125
UT9319,Utair,2025-01-15,06:13:09,163
DP9106,Aeroflot,2024-02-13,08:02:12,42
UT3296,Aeroflot,2024-08-20,19:46:59,167
DP8773,Pobeda,2025-06-10,14:55:26,77
DP5993,S7 Airlines,2025-01-20,23:33:32,258
S77869,Aeroflot,2025-03-14,00:14:31,97
WZ9855,Nordwind,2024-10-07,07:54:46,196
U64314,Utair,2025-03-02,11:16:53,68
U62200,Utair,2025-07-21,05:37:07,36
FV3964,Pobeda,2024-02-14,11:06:00,31
UT1325,Aeroflot,2025-08-02,09:49:59,159
SU8518,S7 Airlines,2025-05-14,05:46:34,281
WZ3101,Pobeda,2025-07-25,04:23:11,70
U68505,Rossiya,2025-03-13,18:53:39,159
FV3126,S7 Airlines,2025-04-15,01:59:03,42
N44450,Aeroflot,2024-05-04,23:56:49,127
SU2019,Nordwind,2024-02-13,16:35:53,96
U68467,S7 Airlines,2025-12-10,01:10:01,187
S72984,Aeroflot,2025-05-17,20:11:02,98
SU9518,Red Wings,2025-02-13,04:20:29,236
S77719,Utair,2025-05-11,23:23:40,266
S74096,Red Wings,2025-11-03,21:25:47,169
DP4892,Ural Airlines,2024-12-23,12:36:05,74
WZ4299,Aeroflot,2025-09-19,13:53:22,194
U62321,Nordwind,2024-08-18,04:13:21,270
UT8423,Rossiya,2025-02-17,00:20:12,222
DP442,Ural Airlines,2025-12-18,04:28:23,190
U65442,Utair,2024-12-21,06:37:55,116
FV5957,S7 Airlines,2024-11-15,13:50:37,152
UT4050,Utair,2025-03-02,21:57:31,275
DP7308,Ural Airlines,2024-07-11,16:00:57,169
N4744,S7 Airlines,2024-02-18,23:11:43,211
S7581,Pobeda,2024-04-07,12:56:45,147
N47967,S7 Airlines,2025-02-16,00:54:14,120
S76120,Nordwind,2024-11-26,16:25:56,51
DP4934,Aeroflot,2024-05-13,18:34:54,236
UT3118,S7 Airlines,2025-08-13,04:31:31,96
FV2149,Red Wings,2025-10-08,10:07:38,87
WZ8794,Red Wings,2025-07-05,02:32:47,212
DP5198,Ural Airlines,2025-06-13,11:29:19,190
N4719,Ural Airlines,2025-06-14,06:22:31,156
U61331,Rossiya,2025-12-09,22:49:01,92
SU5646,Aeroflot,2024-10-24,23:08:12,84
FV6308,Utair,2025-09-12,21:02:36,118
FV8447,Red Wings,2024-08-10,13:44:25,108
WZ4296,Rossiya,2025-06-05,18:25:20,19
SU1113,Aeroflot,2024-05-21,20:44:11,281
S72015,Rossiya,2024-02-25,23:19:16,217
U62250,Rossiya,2025-06-06,17:51:53,163
SU8875,Rossiya,2024-01-08,10:27:01,174
UT7259,Aeroflot,2025-02-12,19:32:47,190
N41458,Rossiya,2024-01-04,11:32:02,66
N46114,Aeroflot,2025-05-17,13:02:51,5
DP6272,S7 Airlines,2024-06-10,07:14:14,122
S78746,Utair,2025-02-04,06:36:42,266
S75660,S7 Airlines,2025-07-04,13:27:02,172
UT9859,Aeroflot,2025-05-22,16:13:37,263
S71405,Ural Airlines,2025-11-02,23:08:39,186
U62243,Pobeda,2024-01-09,00:40:26,114
DP7980,Pobeda,2024-03-10,20:59:07,107
N41033,S7 Airlines,2025-05-04,11:07:46,251
U63096,Nordwind,2025-10-03,10:58:31,47
U63410,Rossiya,2024-08-05,03:36:44,201
U64671,Ural Airlines,2024-12-28,06:51:50,238
N42007,Rossiya,2024-08-19,23:41:20,98
S78143,Nordwind,2024-04-05,16:28:10,40
WZ2420,Pobeda,2024-02-22,03:06:30,54
SU7495,Rossiya,2024-09-17,03:25:33,251
WZ950,Ural Airlines,2024-12-16,15:24:46,91
SU3781,Ural Airlines,2024-02-08,10:15:44,182
SU1011,Aeroflot,2024-11-12,07:41:53,260
U62105,Red Wings,2024-02-01,00:36:09,118
SU7299,Rossiya,2024-04-15,08:13:40,170
U66125,Ural Airlines,2025-08-15,11:57:25,124
N4789,Utair,2024-03-03,05:23:20,299
UT6271,Nordwind,2024-08-05,15:26:13,139
S77295,Red Wings,2024-06-06,20:33:41,108
S71943,Ural Airlines,2025-07-23,00:25:38,144
DP7462,S7 Airlines,2025-02-21,06:31:24,9
U65954,Rossiya,2024-12-21,17:39:43,76
UT2306,Rossiya,2025-07-12,00:52:55,128
N48922,Utair,2025-08-08,21:56:54,243
U66355,Ural Airlines,2024-09-26,10:05:27,121
UT9350,Pobeda,2025-06-19,01:25:30,203
N44893,Utair,2024-03-10,05:50:52,83
S71219,S7 Airlines,2025-03-02,19:58:14,54
U65310,Pobeda,2025-01-21,12:01:18,20
U66909,Pobeda,2025-08-28,16:23:28,58
N42027,Red Wings,2024-10-04,13:18:52,258
SU8792,Rossiya,2024-02-02,07:21:58,164
U63496,Ural Airlines,2025-01-12,21:56:37,18
UT4278,Utair,2025-09-26,21:15:24,270
UT2455,Ural Airlines,2024-10-24,00:40:03,196
SU1885,S7 Airlines,2025-02-12,23:12:07,288
SU6039,Pobeda,2024-04-15,08:20:02,38
SU7369,Pobeda,2025-05-15,09:32:29,299
DP1086,Nordwind,2025-02-13,10:32:59,259
SU8213,Utair,2025-02-07,16:05:50,280
U63452,S7 Airlines,2025-08-20,01:58:33,84
DP7578,Red Wings,2025-10-20,17:44:53,71
DP5947,Aeroflot,2025-04-25,18:31:40,161
UT366,Nordwind,2024-08-16,16:04:38,98
FV7856,Nordwind,2024-03-14,07:42:53,265
U63573,Aeroflot,2025-02-24,18:16:05,220
U61582,Ural Airlines,2024-10-27,01:38:13,248
DP4142,Aeroflot,2024-07-18,05:31:40,118
N41865,Ural Airlines,2024-07-08,21:53:09,7
DP423,Utair,2024-11-06,19:38:21,274
U63121,Aeroflot,2025-07-05,22:53:49,284
S74835,Ural Airlines,2025-03-03,23:14:09,10
DP1546,Utair,2025-11-27,23:51:53,210
UT3087,Red Wings,2025-03-05,04:02:53,174
WZ4410,Ural Airlines,2024-03-28,21:32:34,295
N41512,Rossiya,2024-07-12,20:49:57,6
DP2078,Ural Airlines,2024-11-24,06:57:31,77
SU9105,Nordwind,2025-10-16,09:01:50,16
WZ4504,Nordwind,2024-02-12,12:16:39,25
N49917,S7 Airlines,2025-02-15,22:58:35,55
SU7369,Red Wings,2025-11-08,07:59:35,130
S77007,Rossiya,2025-02-22,00:46:32,176
U66354,Utair,2024-12-08,09:24:56,256
N42251,Aeroflot,2025-05-27,08:25:27,51
U62156,Red Wings,2025-04-19,14:52:57,178
S74832,Rossiya,2024-04-09,17:50:57,265
S7499,Ural Airlines,2024-03-20,03:14:19,267
S7606,Nordwind,2024-10-23,12:02:41,211
U63025,Ural Airlines,2025-04-19,05:06:35,236
UT4131,Aeroflot,2024-02-04,06:35:16,90
UT2846,S7 Airlines,2025-03-15,23:18:43,89
UT5924,Utair,2024-05-09,19:52:12,258
S71230,S7 Airlines,2024-08-23,01:31:17,264
SU5428,Rossiya,2025-11-23,22:21:08,94
WZ7415,Utair,2025-04-12,02:51:02,214
N46936,Red Wings,2024-05-17,14:18:38,282
U67550,Pobeda,2024-05-26,21:05:46,252
FV9774,Aeroflot,2024-02-24,19:04:51,146
WZ3515,Pobeda,2024-12-01,13:08:41,53
N46755,Ural Airlines,2024-01-12,06:13:12,45
FV2878,Nordwind,2024-05-27,12:03:27,199
U61678,Red Wings,2025-04-23,13:16:14,139
U61691,Red Wings,2024-05-26,17:53:18,287
FV7635,Ural Airlines,2025-10-21,01:37:13,73
SU1849,S7 Airlines,2025-11-16,21:39:54,292
UT1175,Aeroflot,2025-06-25,05:03:23,200
U61071,Utair,2025-09-04,07:28:22,109
DP1438,Red Wings,2025-07-18,08:25:39,4
S74105,Pobeda,2025-11-12,19:30:17,235
FV3594,Aeroflot,2025-07-27,00:47:50,53
U6208,Red Wings,2025-01-08,10:21:27,207
UT4257,Rossiya,2024-09-21,07:43:26,181
WZ2136,Pobeda,2024-07-18,12:45:37,21
DP2521,Red Wings,2025-01-07,11:52:45,148
DP584,Nordwind,2025-02-02,02:47:10,146
N45977,Pobeda,2024-05-21,11:57:35,27
WZ1442,S7 Airlines,2025-12-13,14:51:31,268
U63972,Pobeda,2024-01-17,13:27:35,65
U61638,Utair,2025-12-05,18:51:03,106
FV7744,Ural Airlines,2024-04-24,17:02:39,118
U62019,S7 Airlines,2025-01-08,04:01:36,177
FV7004,Utair,2024-05-21,16:04:43,11
UT3390,Utair,2025-04-02,16:24:48,69
SU6800,Ural Airlines,2024-08-27,11:03:56,234
DP5333,S7 Airlines,2025-09-04,18:24:35,10
U62496,S7 Airlines,2024-06-18,11:10:51,238
S75100,Nordwind,2025-02-01,21:21:06,0
DP9125,Pobeda,2025-05-11,17:54:22,283
FV7826,Ural Airlines,2024-01-20,00:36:34,246
WZ1499,Aeroflot,2024-07-11,23:50:25,168
WZ3308,Aeroflot,2025-08-05,17:25:28,247
S78925,Rossiya,2025-01-02,03:28:39,150
UT3640,Red Wings,2025-03-01,09:46:50,28
WZ554,S7 Airlines,2025-12-22,10:25:58,150
N41573,Ural Airlines,2024-04-19,11:37:11,80
U64093,S7 Airlines,2025-10-16,15:55:34,40
DP9182,Ural Airlines,2024-07-28,20:11:44,9
N45582,Nordwind,2025-01-02,09:08:32,283
U65472,Rossiya,2025-06-03,16:26:03,101
U63006,Utair,2025-02-03,19:31:01,33
U6934,Utair,2024-11-20,15:35:39,267
FV7903,Pobeda,2024-09-11,16:15:52,121
FV6893,S7 Airlines,2024-12-08,22:15:31,163
U69490,Aeroflot,2025-10-22,23:03:31,89
WZ1260,Rossiya,2025-03-21,06:38:21,51
WZ4065,Ural Airlines,2024-01-22,19:47:13,106
DP8751,S7 Airlines,2025-06-08,15:55:23,79
WZ1079,Utair,2025-02-26,23:29:58,256
S78371,Utair,2025-02-15,19:26:04,18
U64308,Utair,2024-12-21,10:25:16,140
SU222,Pobeda,2025-11-25,17:06:15,181
FV9861,Rossiya,2025-11-06,03:19:00,62
DP4712,Pobeda,2024-03-15,05:24:09,166
SU4563,Aeroflot,2025-08-17,03:08:01,263
UT1488,Aeroflot,2025-11-15,12:44:22,122
UT3081,Pobeda,2024-11-12,19:08:09,27
U62505,S7 Airlines,2024-01-13,20:14:34,33
WZ5074,Red Wings,2025-08-10,21:28:13,290
N45411,Nordwind,2025-10-09,03:07:02,130
FV2924,Aeroflot,2024-07-13,11:24:53,28
WZ2205,S7 Airlines,2024-11-21,16:41:09,70
S79256,Aeroflot,2024-03-19,00:03:02,41
DP3442,Red Wings,2025-09-22,09:40:19,252
N4320,Ural Airlines,2025-09-23,19:23:41,114
S78836,Ural Airlines,2025-07-04,15:44:45,249
FV3173,Ural Airlines,2024-02-06,14:08:41,265
WZ6787,Ural Airlines,2025-09-15,09:17:03,114
DP9539,Utair,2024-08-07,00:39:24,243
N42509,Aeroflot,2024-07-22,04:36:38,16
DP9892,Utair,2024-03-02,05:21:27,274
FV2633,Nordwind,2025-02-10,06:06:20,132
UT4983,Nordwind,2025-03-27,08:51:46,79
FV8396,S7 Airlines,2025-04-02,08:45:50,84
N48138,Aeroflot,2025-12-19,05:20:18,293
U64653,Utair,2024-03-10,02:11:04,52
U6108,Rossiya,2024-12-25,05:19:57,146
DP3103,S7 Airlines,2025-04-02,14:02:06,169
U64184,Rossiya,2025-01-12,12:16:40,158
SU7587,Ural Airlines,2025-10-26,15:58:43,63
WZ5061,Ural Airlines,2024-12-21,04:01:18,264
N45187,Ural Airlines,2024-04-08,15:48:32,48
SU9923,Pobeda,2025-07-16,03:08:47,192
U66829,Aeroflot,2024-10-17,01:47:27,254
UT5116,Nordwind,2024-11-05,13:14:10,89
FV6266,Utair,2024-11-24,00:42:16,282
UT8849,Nordwind,2025-10-02,00:15:40,145
UT7680,Utair,2025-11-26,00:05:04,208
WZ3856,Rossiya,2024-12-17,21:45:14,158
WZ7401,Red Wings,2025-09-17,07:19:05,166
S72789,Red Wings,2024-02-08,06:50:24,151
WZ929,Ural Airlines,2025-05-21,11:08:13,233
DP7295,Rossiya,2024-11-09,02:10:49,206
N45360,Red Wings,2025-12-14,05:38:00,300
DP4868,Red Wings,2025-09-22,03:19:47,140
N48596,Nordwind,2025-07-25,11:55:19,204
UT782,Red Wings,2025-10-27,12:11:40,262
S73949,Pobeda,2024-12-03,19:28:09,161
WZ2365,Red Wings,2024-05-20,09:23:21,233
WZ9558,Pobeda,2025-12-22,10:31:40,11
N45081,Aeroflot,2024-07-19,04:27:08,191
N4777,Rossiya,2024-12-09,15:06:05,284
U66190,Ural Airlines,2024-02-20,10:14:53,4
SU1808,Red Wings,2025-10-07,13:08:45,202
N47735,Rossiya,2024-02-02,12:49:29,10
S75897,Red Wings,2025-12-05,17:51:25,88
FV5211,Red Wings,2024-07-26,04:09:20,295
DP8299,Pobeda,2024-04-23,23:45:10,225
U66420,Rossiya,2025-07-27,10:21:28,267
FV7011,Pobeda,2024-11-14,17:17:52,18
N43638,Nordwind,2025-11-11,07:14:02,275
FV3506,S7 Airlines,2024-03-02,16:29:46,298
S72097,Pobeda,2025-06-05,00:25:50,33
S76658,Nordwind,2025-02-17,03:47:07,208
U65071,Pobeda,2024-10-23,23:37:31,48
FV9855,Aeroflot,2025-03-09,18:42:27,153
U63604,Ural Airlines,2025-06-05,00:31:41,127
WZ7740,Ural Airlines,2025-05-20,23:09:31,257
S75955,Pobeda,2025-03-18,12:53:23,21
SU9278,Utair,2025-03-26,16:49:49,111
UT4419,Red Wings,2024-11-03,19:48:39,123
DP8994,Rossiya,2024-07-06,18:52:37,104
FV7588,Aeroflot,2024-02-11,08:06:14,243
FV9291,Nordwind,2024-11-11,01:14:40,286
UT9836,Red Wings,2024-06-23,18:24:53,262
FV1222,Red Wings,2024-05-04,02:07:43,4
U64384,Nordwind,2025-06-05,09:07:41,235
SU4476,Nordwind,2024-09-09,10:06:10,46
U65985,Utair,2024-01-19,15:42:14,185
UT3270,Aeroflot,2025-09-01,02:40:16,249
WZ4466,S7 Airlines,2024-06-14,10:20:29,195
DP9947,Nordwind,2025-05-17,14:41:10,201
N49749,Ural Airlines,2024-10-17,01:31:47,158
SU9975,Ural Airlines,2025-11-12,08:52:30,20
U6129,Ural Airlines,2025-08-18,02:20:25,105
FV9004,Ural Airlines,2024-05-25,09:39:33,191
WZ5862,Pobeda,2024-10-13,18:31:31,118
SU6186,Pobeda,2024-06-14,19:17:46,79
S76027,Rossiya,2024-10-02,02:56:19,154
DP3306,Utair,2024-02-19,17:31:04,6
DP6843,Utair,2025-06-07,23:58:36,185
N49188,S7 Airlines,2025-08-27,03:50:07,257
S75233,S7 Airlines,2025-06-11,06:20:48,72
UT9146,Aeroflot,2024-01-22,06:54:32,6
UT2594,S7 Airlines,2024-02-09,10:12:39,219
UT9109,S7 Airlines,2024-02-17,07:25:04,158
N43098,Pobeda,2025-05-08,06:19:35,20
DP2355,Red Wings,2025-08-05,11:46:57,23
N42844,Utair,2024-03-18,10:23:25,228
FV9427,Pobeda,2025-07-09,18:38:00,236
S75129,Red Wings,2025-09-13,10:56:52,296
SU8571,Nordwind,2025-12-17,20:44:18,155
SU7150,Utair,2024-06-05,00:55:04,236
N44297,Red Wings,2025-01-20,11:06:13,54
U62740,Ural Airlines,2025-03-26,04:31:16,71
DP1531,Pobeda,2024-05-14,19:11:15,71
S75168,Rossiya,2024-06-19,03:53:36,91
WZ6920,Ural Airlines,2025-02-17,16:14:44,268
FV1055,Utair,2024-12-17,21:11:46,196
S75136,Rossiya,2025-09-23,12:03:54,83
U6694,Nordwind,2024-10-20,23:13:36,235
SU1339,Ural Airlines,2024-11-14,03:25:21,254
U67027,Ural Airlines,2024-09-11,10:52:49,129
DP1357,Utair,2025-06-12,19:45:47,266
DP7377,Rossiya,2025-03-06,10:56:46,217
DP1833,Red Wings,2024-03-18,08:09:27,111
WZ5119,Rossiya,2024-08-04,14:56:42,67
FV1414,Nordwind,2025-05-17,03:55:04,282
U6629,Aeroflot,2024-03-19,01:17:45,51
FV1339,Nordwind,2025-11-19,16:46:53,278
FV4448,Nordwind,2024-05-21,00:15:38,106
UT5865,Utair,2024-02-15,04:10:26,225
U61347,Rossiya,2024-09-15,12:48:41,278
N48077,Ural Airlines,2025-07-11,01:18:02,152
DP9001,Nordwind,2025-12-04,12:17:31,235
WZ3582,S7 Airlines,2025-06-02,07:08:57,167
UT2044,Aeroflot,2024-07-07,09:36:07,203
U62402,S7 Airlines,2025-04-26,12:03:42,190
WZ1236,Red Wings,2025-11-26,02:32:03,231
WZ7641,Utair,2025-07-05,01:08:29,100
S78575,S7 Airlines,2024-03-01,18:51:22,187
FV8762,Ural Airlines,2024-04-03,17:14:12,207
U67767,Nordwind,2025-10-18,04:58:53,54
SU4255,S7 Airlines,2024-11-15,22:17:02,153
SU7506,Ural Airlines,2024-12-28,05:23:42,290
S71578,Pobeda,2024-04-09,05:00:49,3
U64109,Utair,2025-06-21,09:56:38,12
N43170,Utair,2025-06-15,11:12:39,138
N45984,Rossiya,2025-05-02,12:54:05,156
U66803,Nordwind,2024-05-15,08:39:11,136
U65093,Utair,2025-08-01,22:24:42,242
S78071,Nordwind,2024-10-07,12:01:25,22
SU4027,S7 Airlines,2024-10-06,13:48:24,33
DP896,Pobeda,2025-10-09,23:14:15,129
S74160,Utair,2024-04-16,07:23:50,136
FV6106,Nordwind,2025-09-23,19:45:26,84
SU3567,S7 Airlines,2024-05-27,00:43:45,81
SU5378,Aeroflot,2024-12-06,20:33:36,146
S77966,Ural Airlines,2024-02-21,09:34:12,146
SU247,Rossiya,2025-02-22,18:24:49,40
UT5214,Rossiya,2024-07-09,05:53:55,290
DP4364,Ural Airlines,2024-04-14,06:31:43,121
N4107,Ural Airlines,2024-01-11,16:32:31,120
DP5405,Rossiya,2025-03-07,20:08:26,287
U6492,Utair,2024-11-01,11:08:54,198
SU4745,Nordwind,2025-05-17,17:56:55,284
DP6248,Rossiya,2024-02-13,06:40:53,22
FV2689,Aeroflot,2025-02-23,23:02:07,98
SU3453,Pobeda,2025-06-25,19:50:57,300
FV3791,Red Wings,2025-06-26,15:56:47,99
S75896,Red Wings,2024-09-19,04:19:56,92
WZ7534,Utair,2024-04-04,15:52:49,149
WZ7564,Rossiya,2025-10-28,10:17:37,53
DP8494,Pobeda,2025-02-04,17:24:23,214
DP5403,Rossiya,2024-08-28,03:21:22,19
WZ9234,Rossiya,2025-12-04,05:01:59,2
U64916,Red Wings,2025-03-22,18:37:05,259
WZ126,Utair,2024-07-15,17:35:10,264
DP8759,Ural Airlines,2025-04-16,18:50:07,59
S7182,Nordwind,2024-05-01,04:51:38,223
FV6245,Pobeda,2024-03-27,12:14:53,136
WZ3419,Nordwind,2024-07-05,23:15:51,169
N42918,Pobeda,2025-10-05,21:11:46,53
DP6326,Red Wings,2025-05-11,05:45:24,143
S75601,S7 Airlines,2024-10-21,05:17:09,67
U66697,Red Wings,2025-12-23,05:06:23,245
S75610,Aeroflot,2024-11-25,23:01:55,87
DP3045,Rossiya,2024-11-16,21:41:45,151
N41781,Ural Airlines,2024-01-10,12:20:27,185
WZ8692,Utair,2024-05-09,16:35:48,179
DP780,Aeroflot,2024-10-22,15:53:18,215
S74605,Ural Airlines,2024-07-08,17:51:25,190
N45654,Pobeda,2025-09-26,05:20:14,177
SU6896,Ural Airlines,2024-04-04,05:27:09,174
UT3602,Rossiya,2024-03-08,01:00:12,111
N44935,Rossiya,2024-09-28,00:59:11,92
UT9096,Ural Airlines,2024-09-22,14:47:16,232
DP7750,Utair,2024-03-28,12:41:32,28
N48394,S7 Airlines,2024-09-19,18:14:30,97
UT3283,Nordwind,2025-06-21,14:48:13,113
WZ7062,Pobeda,2024-04-10,19:35:34,28
S74033,Pobeda,2024-01-03,05:36:24,21
FV6510,S7 Airlines,2025-02-16,22:06:40,164
DP8787,Nordwind,2025-12-12,18:56:09,38
U61737,Ural Airlines,2025-09-05,08:59:30,28
U61639,S7 Airlines,2024-12-09,13:49:10,164
WZ7912,Ural Airlines,2024-01-04,08:06:05,90
