Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
WZ6807,Utair,2025-05-27,14:59:43,226
SU953,Red Wings,2025-08-02,13:55:30,115
UT6179,Pobeda,2024-11-17,18:30:33,57
FV7856,Nordwind,2024-03-28,08:04:49,107
SU7170,Rossiya,2024-08-20,11:50:23,151
FV2319,Red Wings,2025-04-17,20:44:53,0
FV4998,Red Wings,2024-09-17,13:13:35,64
UT5745,Ural Airlines,2024-07-27,08:20:43,240
S72049,S7 Airlines,2024-04-19,09:01:29,33
FV6397,Red Wings,2024-08-10,21:36:32,23
WZ7855,Red Wings,2024-01-28,00:51:22,45
WZ8391,Ural Airlines,2024-08-17,04:41:10,135
SU9588,Utair,2024-04-07,03:10:17,191
WZ8466,Aeroflot,2025-06-27,01:34:14,24
U63045,Ural Airlines,2024-01-02,06:54:41,161
S78305,Red Wings,2024-02-11,04:53:19,258
DP7390,Nordwind,2025-08-26,10:54:10,300
S78554,Rossiya,2025-02-06,09:36:43,208
WZ220,Red Wings,2025-05-22,12:39:38,244
U63134,Red Wings,2024-04-15,17:46:41,2
UT7465,Red Wings,2025-03-15,03:23:41,106
S75338,Nordwind,2024-11-03,22:10:32,45
DP4999,Nordwind,2024-05-19,02:43:19,271
DP7843,Nordwind,2024-03-12,14:37:26,111
U63004,S7 Airlines,2025-04-16,14:12:12,118
DP3999,Pobeda,2024-09-02,18:57:04,17
WZ1847,Aeroflot,2024-07-02,16:27:32,152
S76143,Rossiya,2024-06-14,04:59:27,257
DP6040,Aeroflot,2025-08-28,03:20:51,279
SU9471,Aeroflot,2024-07-16,13:43:56,165
FV6815,S7 Airlines,2025-07-05,07:00:43,290
U66552,Red Wings,2025-05-21,20:32:10,125
FV6939,Aeroflot,2024-02-20,10:35:23,11
U61956,Utair,2025-06-03,07:57:41,183
N47754,Utair,2025-09-17,06:28:16,238
U68490,Nordwind,2025-05-10,00:22:28,120
N41285,Rossiya,2025-05-28,11:57:56,192
WZ2748,Nordwind,2025-08-21,05:06:25,297
FV505,Red Wings,2024-09-14,10:00:51,164
DP3805,S7 Airlines,2024-10-08,07:53:10,110
FV9325,Pobeda,2024-11-23,22:17:36,266
N44228,Nordwind,2025-06-19,04:27:51,93
SU168,Rossiya,2025-07-20,10:02:33,205
WZ275,Ural Airlines,2025-09-03,05:02:15,4
S79193,Utair,2024-11-13,00:33:14,104
DP6781,Nordwind,2024-09-24,11:54:02,209
WZ7480,Nordwind,2024-05-28,07:51:59,123
WZ1759,Ural Airlines,2024-06-27,14:59:57,210
WZ6443,Utair,2024-02-16,06:49:49,70
S73329,S7 Airlines,2024-12-19,04:34:31,270
DP7066,S7 Airlines,2024-10-22,09:49:22,256
UT7287,Nordwind,2024-06-10,05:08:28,227
U61420,Aeroflot,2025-05-20,23:14:51,188
DP9364,Utair,2025-01-01,17:12:15,45
WZ1287,S7 Airlines,2024-02-25,18:14:14,58
FV748,Rossiya,2024-09-21,04:21:34,18
UT2598,Ural Airlines,2024-11-28,23:22:21,250
UT3278,Utair,2024-09-24,17:10:02,253
WZ5413,Rossiya,2024-07-25,07:49:38,31
FV2890,Nordwind,2024-07-26,16:53:34,193
U66689,Pobeda,2025-04-16,04:29:30,267
S79248,S7 Airlines,2025-02-17,08:34:42,143
DP1275,Nordwind,2025-07-22,13:50:10,172
U63738,Rossiya,2024-02-06,00:08:08,89
S76804,Rossiya,2024-10-26,08:10:09,170
S76287,Utair,2024-02-27,11:02:37,238
UT9084,Rossiya,2024-12-04,21:43:41,173
FV283,Utair,2024-12-07,23:31:20,15
FV7365,Red Wings,2025-03-27,06:48:25,109
WZ6254,Ural Airlines,2025-01-10,21:43:55,239
S75524,Nordwind,2025-12-02,23:21:09,237
WZ2191,Nordwind,2025-02-05,01:37:53,180
N45593,Aeroflot,2025-07-01,03:10:53,291
U65721,Ural Airlines,2025-12-06,00:03:35,114
FV7986,Utair,2025-01-22,14:48:32,235
UT3932,Aeroflot,2025-09-03,15:19:51,181
U61658,Rossiya,2025-09-11,10:54:55,147
UT2386,S7 Airlines,2024-05-15,20:44:50,229
WZ1379,Pobeda,2025-01-12,21:57:23,119
WZ1088,Pobeda,2025-02-22,07:19:46,17
DP9846,Aeroflot,2024-02-06,17:21:17,231
WZ4700,Utair,2024-09-07,00:50:16,205
DP9565,Rossiya,2024-02-15,02:01:42,81
N46090,Ural Airlines,2024-10-11,10:08:56,196
SU4656,Red Wings,2024-04-11,00:06:41,181
FV1913,Red Wings,2025-10-13,00:34:25,89
DP982,Ural Airlines,2024-09-14,03:12:33,146
S74413,Aeroflot,2024-01-21,04:16:53,151
N46318,Red Wings,2024-02-22,23:43:56,101
WZ3549,Nordwind,2025-08-21,19:59:54,226
SU4441,Nordwind,2024-02-05,12:55:03,132
SU4370,Red Wings,2024-05-07,03:21:30,217
UT6424,Pobeda,2025-04-19,00:00:29,235
WZ7866,Aeroflot,2025-07-06,04:04:00,295
N43556,Aeroflot,2024-12-20,20:37:11,219
FV2206,Nordwind,2025-04-17,11:41:32,32
N46900,Red Wings,2024-10-21,08:30:58,205
WZ9004,Utair,2024-11-01,05:55:51,227
N43024,Aeroflot,2025-07-04,23:24:28,265
FV8087,Rossiya,2025-09-08,16:52:10,289
SU3596,Pobeda,2024-01-26,07:35:24,264
SU2704,Ural Airlines,2024-08-24,23:25:44,127
DP4120,Pobeda,2024-02-22,05:56:42,199
UT9504,S7 Airlines,2024-03-13,08:42:49,193
DP4999,Red Wings,2024-05-06,11:19:53,281
WZ4234,Nordwind,2024-08-20,17:33:35,234
N44061,Rossiya,2025-04-12,19:32:04,230
U61484,S7 Airlines,2025-09-05,05:05:36,80
UT2730,Red Wings,2025-10-26,18:24:32,221
S73785,Aeroflot,2024-09-06,11:19:33,230
UT5673,Aeroflot,2024-08-22,12:47:36,3
DP9406,Aeroflot,2025-03-02,22:32:43,145
UT9526,Ural Airlines,2024-03-15,21:10:33,225
SU8251,Ural Airlines,2024-07-08,06:30:20,241
FV5056,Ural Airlines,2025-12-16,04:13:17,293
S76138,Pobeda,2024-02-06,17:13:31,91
FV2150,Aeroflot,2025-08-28,18:24:21,175
DP9632,Pobeda,2024-08-18,20:37:32,79
SU467,Rossiya,2024-11-08,06:31:15,109
N44802,Utair,2024-10-21,21:50:28,2
FV1067,Nordwind,2025-02-23,11:12:31,248
WZ9189,Utair,2024-09-14,13:53:49,38
SU1912,Nordwind,2025-06-20,03:20:45,114
FV2866,Ural Airlines,2025-06-19,22:13:52,246
S73349,Red Wings,2025-05-20,00:21:17,282
UT2943,S7 Airlines,2025-05-24,11:01:30,8
S71856,Red Wings,2024-06-23,13:58:22,48
UT6279,Utair,2025-07-01,15:51:33,60
DP1004,Red Wings,2024-11-03,14:26:46,92
SU8278,Rossiya,2024-06-09,11:58:59,75
U69083,S7 Airlines,2025-06-11,03:25:59,113
DP8069,Aeroflot,2024-05-01,04:37:19,193
N45082,Red Wings,2025-10-27,04:13:24,52
UT2080,Aeroflot,2025-04-10,11:18:56,109
UT5363,S7 Airlines,2024-01-02,17:54:58,281
N45434,Utair,2025-08-16,01:24:37,184
U66307,Ural Airlines,2025-04-07,23:06:40,73
U62377,Pobeda,2024-10-14,04:35:00,247
FV7928,Nordwind,2025-04-10,02:27:25,57
N49482,Nordwind,2025-10-06,10:56:26,137
WZ174,S7 Airlines,2024-10-20,22:51:40,288
U64603,Red Wings,2024-01-15,04:44:58,3
DP9705,Red Wings,2025-02-14,16:35:00,123
N45984,Rossiya,2025-09-27,07:22:59,50
DP4460,Nordwind,2025-11-19,08:28:52,81
DP6680,Nordwind,2024-10-27,21:06:05,158
FV6945,Ural Airlines,2024-07-01,11:47:24,48
SU2136,Rossiya,2025-11-04,02:28:22,270
UT8779,Ural Airlines,2024-01-10,17:29:42,234
N42887,Nordwind,2025-07-18,19:39:06,97
WZ3848,Pobeda,2024-01-05,12:50:57,148
S72170,Nordwind,2025-11-13,12:02:16,229
S78799,Nordwind,2025-06-13,00:32:31,260
N45864,Rossiya,2024-07-08,11:52:23,85
U62395,Nordwind,2025-12-04,12:27:17,42
WZ7700,S7 Airlines,2024-11-12,13:32:52,151
DP6638,Utair,2025-10-13,15:45:02,42
WZ7215,Utair,2024-10-07,19:40:39,177
SU4486,Red Wings,2025-03-11,00:56:27,42
FV7517,Utair,2025-05-02,06:15:02,187
UT7378,Pobeda,2024-08-23,12:59:19,216
FV1814,Pobeda,2024-05-10,18:15:13,235
SU4231,Aeroflot,2025-07-05,03:16:13,166
N43985,Pobeda,2025-08-14,15:25:05,19
WZ4635,Utair,2024-02-15,20:50:06,187
DP1881,Ural Airlines,2024-01-19,08:41:52,115
N43225,Rossiya,2024-07-01,00:35:42,247
S75467,Aeroflot,2025-10-20,03:01:15,69
DP1261,Ural Airlines,2024-12-20,00:40:51,290
U67745,Ural Airlines,2024-07-12,10:20:00,91
DP9377,Rossiya,2025-06-14,16:11:46,136
U6764,Aeroflot,2025-02-27,17:50:20,230
FV3462,Utair,2024-01-22,23:30:58,158
SU9460,Ural Airlines,2025-01-18,22:26:48,275
S74624,Aeroflot,2024-03-12,22:06:29,193
FV1010,Red Wings,2025-06-12,09:35:15,282
DP9403,Utair,2025-05-08,15:16:22,280
U62201,Nordwind,2024-12-04,15:14:09,33
WZ5138,Utair,2025-07-10,06:13:21,125
U67496,Pobeda,2025-01-02,03:08:20,289
U65014,Ural Airlines,2025-08-08,20:10:09,0
WZ8705,Utair,2024-08-06,18:01:52,126
U67615,S7 Airlines,2024-06-15,23:35:13,171
UT8891,S7 Airlines,2025-07-09,21:22:05,110
S75168,S7 Airlines,2025-06-02,14:22:52,274
N43092,Red Wings,2025-06-24,06:41:21,258
S73496,Pobeda,2025-05-22,11:21:37,265
UT5783,Ural Airlines,2024-02-22,16:32:40,300
S75032,Nordwind,2024-10-11,14:05:14,235
S78046,S7 Airlines,2025-09-18,19:06:54,262
WZ8172,Utair,2025-11-09,06:31:15,209
FV6107,Pobeda,2025-06-15,15:42:22,41
SU2219,Pobeda,2025-03-20,17:49:12,230
UT1787,Rossiya,2024-02-24,13:45:01,33
N41099,Pobeda,2025-02-19,07:00:57,94
UT8273,Ural Airlines,2024-08-12,23:28:52,256
SU8217,Ural Airlines,2024-02-09,00:51:26,300
DP536,Nordwind,2024-04-19,11:16:32,52
FV8491,Rossiya,2025-07-21,11:24:21,187
SU7955,Pobeda,2025-06-04,03:41:43,232
U62403,S7 Airlines,2025-05-10,07:52:12,271
FV6098,Red Wings,2024-02-23,10:17:13,114
FV1413,Aeroflot,2024-03-10,16:36:35,44
U65096,Pobeda,2024-10-08,04:06:45,167
U61616,Nordwind,2025-08-15,07:45:56,45
UT4518,Utair,2025-07-27,18:50:44,186
U65109,Nordwind,2024-01-16,03:51:25,215
WZ7822,Ural Airlines,2025-02-02,22:48:50,230
SU9911,Red Wings,2025-07-09,09:25:35,197
S72990,Pobeda,2024-12-12,01:06:53,140
WZ8822,Red Wings,2024-01-28,07:18:50,134
FV878,S7 Airlines,2025-01-14,14:45:43,259
S72501,Nordwind,2025-02-23,22:05:44,200
FV5076,Utair,2024-01-10,22:46:40,103
FV6584,Pobeda,2024-02-17,00:10:28,203
U61654,Ural Airlines,2024-11-07,00:36:35,91
FV4159,Nordwind,2025-07-04,04:18:43,286
FV1456,S7 Airlines,2025-06-16,12:39:58,96
FV6311,Aeroflot,2025-05-16,07:32:29,265
S76857,Nordwind,2024-09-13,00:30:47,28
SU7231,Aeroflot,2024-10-17,17:44:00,25
DP2145,Rossiya,2025-01-26,12:18:20,273
S78924,Ural Airlines,2025-12-12,17:34:15,293
UT1438,S7 Airlines,2025-08-09,13:01:07,119
S76089,Rossiya,2025-02-28,08:24:52,140
UT2303,Utair,2024-08-03,04:46:08,98
SU835,Red Wings,2025-09-09,16:29:26,71
UT3961,Ural Airlines,2024-01-10,10:51:33,91
SU863,S7 Airlines,2025-07-14,01:53:26,182
SU537,Red Wings,2024-05-23,22:27:55,135
U69279,Ural Airlines,2024-06-04,12:40:34,225
U64189,Red Wings,2025-07-15,21:37:03,293
UT2622,Utair,2024-03-27,02:17:54,30
SU1023,Red Wings,2024-08-16,16:10:33,24
UT4645,Nordwind,2025-12-04,03:18:18,157
N48268,Aeroflot,2024-08-21,05:23:38,128
S79766,Pobeda,2024-06-14,06:05:37,152
N41193,S7 Airlines,2024-04-04,11:36:59,78
FV3916,Ural Airlines,2024-10-18,03:06:57,165
FV3015,Nordwind,2025-05-06,11:05:12,27
FV6511,Utair,2025-09-10,18:07:03,157
UT7172,Utair,2025-02-24,11:19:51,216
WZ2488,Ural Airlines,2024-01-03,08:27:28,230
WZ8789,Nordwind,2025-02-11,09:55:22,173
N43149,Red Wings,2024-08-10,03:48:20,205
S76228,Utair,2024-10-11,09:24:05,176
UT4760,Utair,2025-08-23,00:51:12,174
WZ1727,Utair,2024-07-03,00:08:16,157
S73867,Rossiya,2025-12-16,18:17:35,249
UT9011,Nordwind,2025-01-26,07:39:08,125
FV9876,S7 Airlines,2024-01-14,23:59:45,274
U62871,Aeroflot,2024-06-26,01:09:14,297
U65904,Ural Airlines,2025-08-01,06:15:44,180
U69833,Ural Airlines,2025-02-01,10:38:03,243
N46593,Ural Airlines,2025-04-04,23:23:09,163
DP1752,Rossiya,2024-11-06,18:00:34,259
FV4722,Utair,2024-06-14,12:04:39,236
U66983,Ural Airlines,2025-11-22,20:35:01,285
WZ9450,Pobeda,2024-01-02,06:33:11,148
SU8978,Aeroflot,2025-06-16,04:41:06,262
DP4591,Red Wings,2025-02-12,04:52:30,173
WZ4045,Ural Airlines,2025-06-01,19:08:01,96
SU535,Nordwind,2024-09-23,09:37:36,25
N42880,Pobeda,2024-10-13,04:23:32,107
FV2231,Nordwind,2024-02-23,14:06:26,112
UT9305,Utair,2024-03-09,09:06:47,280
FV4197,S7 Airlines,2024-09-28,22:33:24,229
N43356,Nordwind,2025-05-15,00:08:45,220
WZ9959,Ural Airlines,2025-05-17,10:45:05,11
S74171,Red Wings,2025-05-08,00:37:03,213
WZ7576,S7 Airlines,2025-09-26,03:19:52,0
S78782,Ural Airlines,2025-11-28,21:15:37,33
UT9204,Nordwind,2024-06-11,14:07:08,103
FV494,Utair,2024-07-17,22:24:44,58
FV8883,Nordwind,2025-09-11,12:53:15,35
FV7650,Aeroflot,2025-08-13,18:29:17,189
U62786,Ural Airlines,2025-10-06,10:30:37,203
UT6835,Utair,2025-05-15,16:35:58,194
UT6952,Rossiya,2024-11-23,04:22:25,42
S7635,Utair,2025-08-13,09:05:21,203
S74229,Pobeda,2024-07-11,12:51:46,32
SU883,S7 Airlines,2024-09-27,03:19:29,258
SU4875,Red Wings,2025-12-26,01:50:25,95
WZ5394,Pobeda,2025-12-25,22:36:25,164
WZ5946,S7 Airlines,2024-11-28,06:10:26,143
S79319,Utair,2024-05-26,08:56:13,198
UT3660,S7 Airlines,2025-03-20,05:34:00,110
WZ7614,Red Wings,2025-03-03,14:20:11,229
S7969,Aeroflot,2025-03-10,20:43:52,27
SU497,Ural Airlines,2024-04-04,17:29:20,106
UT8891,Nordwind,2025-06-14,22:00:55,213
N49209,Utair,2025-11-11,18:05:21,5
N45632,Aeroflot,2024-10-21,01:58:29,35
DP9514,Pobeda,2025-09-25,01:06:08,183
S78806,S7 Airlines,2025-11-16,16:22:16,124
S71216,Nordwind,2024-10-06,12:55:03,192
DP2611,Aeroflot,2025-01-15,16:21:35,32
UT6388,S7 Airlines,2024-09-13,03:45:04,124
DP2905,Red Wings,2025-05-14,15:32:13,298
FV420,Red Wings,2024-03-14,07:18:26,266
FV3105,Pobeda,2025-06-08,00:28:52,251
UT9514,Red Wings,2025-11-25,23:03:25,225
SU9544,Aeroflot,2025-11-14,22:15:03,289
SU7815,S7 Airlines,2024-11-02,07:32:36,20
S75148,Red Wings,2025-03-08,13:11:11,86
N47236,Red Wings,2024-07-23,23:31:41,135
S71423,Pobeda,2025-08-04,02:56:23,73
UT2447,Utair,2024-05-25,22:10:05,283
N43225,Utair,2024-04-18,17:29:42,286
FV1148,S7 Airlines,2024-06-27,14:25:07,263
U65483,S7 Airlines,2025-10-01,19:14:23,12
U61006,Pobeda,2025-12-07,02:49:28,107
U6972,Pobeda,2025-01-04,14:26:15,101
UT8199,S7 Airlines,2025-12-02,18:39:16,126
UT7661,Ural Airlines,2024-10-17,11:31:47,208
N47055,Red Wings,2024-10-07,14:36:27,42
UT2820,S7 Airlines,2025-09-26,23:42:35,241
SU9184,Nordwind,2025-07-15,10:09:19,156
FV7408,S7 Airlines,2025-11-27,15:54:12,212
UT8858,Aeroflot,2024-02-09,04:15:00,160
SU7961,Pobeda,2024-09-07,04:49:54,3
DP7970,S7 Airlines,2024-06-13,22:21:17,142
SU7536,Pobeda,2024-12-06,07:05:17,186
UT7943,Rossiya,2025-03-21,14:19:48,236
UT1195,Utair,2025-04-26,03:49:52,10
UT4672,Pobeda,2024-04-02,11:16:19,238
U68930,Red Wings,2024-03-23,16:55:05,214
U66910,Rossiya,2024-11-13,11:43:04,195
U67416,Rossiya,2024-06-13,10:04:09,11
S74055,S7 Airlines,2025-03-05,04:06:23,12
DP6241,Ural Airlines,2024-04-04,20:12:23,246
U67210,S7 Airlines,2024-09-01,17:27:18,148
FV4918,Ural Airlines,2024-06-28,18:12:48,218
WZ5729,Pobeda,2024-05-23,20:01:09,131
DP2669,Pobeda,2024-01-12,00:15:04,159
N4793,Ural Airlines,2025-08-11,01:59:23,210
S75657,Aeroflot,2025-03-13,18:45:53,232
SU680,Ural Airlines,2025-10-25,01:31:45,125
U65721,Rossiya,2025-11-15,09:01:07,214
UT3135,Aeroflot,2025-03-16,07:26:48,110
WZ3396,Pobeda,2025-12-15,00:47:41,196
DP2001,Pobeda,2025-08-03,15:13:46,174
S75094,Rossiya,2024-04-01,03:52:00,188
FV6121,Ural Airlines,2024-09-04,17:21:44,99
S74327,Red Wings,2024-11-26,17:56:11,124
U69597,Pobeda,2025-12-28,02:45:18,55
WZ7162,S7 Airlines,2024-04-20,08:53:52,100
UT8315,Red Wings,2025-12-08,19:24:58,156
N41218,Utair,2024-06-23,14:14:29,112
SU9055,Ural Airlines,2025-12-17,07:29:05,9
UT7725,Ural Airlines,2024-10-10,17:57:24,239
U61047,Pobeda,2024-10-26,00:57:00,199
FV8827,Ural Airlines,2025-09-13,06:48:19,147
N44536,Nordwind,2024-07-08,20:20:24,233
DP880,Aeroflot,2024-02-25,17:56:12,207
N4866,Pobeda,2025-08-17,08:51:08,1
S74741,Aeroflot,2025-12-19,00:20:33,104
N4124,Aeroflot,2024-05-05,15:47:13,279
FV4484,Rossiya,2025-12-01,06:19:41,60
S76296,Rossiya,2025-09-23,20:52:20,77
WZ3714,Utair,2024-03-04,18:31:55,171
FV7834,S7 Airlines,2024-02-18,06:34:08,18
U63834,Rossiya,2024-02-06,03:16:56,61
SU5147,Pobeda,2024-10-25,08:56:47,132
SU1328,Utair,2025-12-25,00:46:02,286
FV167,Utair,2025-09-09,10:04:50,49
WZ9500,S7 Airlines,2025-08-25,18:58:48,119
WZ6013,Utair,2024-11-09,12:13:43,72
N4910,Nordwind,2024-04-04,22:15:32,185
WZ819,Aeroflot,2024-10-03,15:37:32,138
WZ2461,Pobeda,2025-06-28,10:00:49,220
UT8128,Rossiya,2024-06-26,09:40:31,16
UT9444,Nordwind,2024-06-17,00:49:08,182
DP8285,S7 Airlines,2025-06-03,17:27:09,231
WZ9876,Utair,2025-12-16,00:31:40,215
S74177,Aeroflot,2024-04-27,04:35:42,75
FV6288,S7 Airlines,2024-02-21,15:28:19,20
N47509,Ural Airlines,2024-08-18,08:30:16,40
SU7874,Red Wings,2025-08-24,18:56:40,91
S76623,Ural Airlines,2025-09-03,02:26:31,240
SU6172,Nordwind,2024-01-15,14:04:19,111
SU8445,Pobeda,2024-08-07,19:02:05,37
S77674,Utair,2024-08-02,03:36:13,102
SU573,Red Wings,2024-10-26,01:49:01,222
N47747,Pobeda,2024-04-24,15:42:46,68
U61199,Aeroflot,2025-01-06,14:03:06,30
N41830,S7 Airlines,2025-06-23,08:16:59,142
N44600,Rossiya,2024-10-07,14:20:47,109
FV6313,Utair,2024-11-19,23:36:15,281
WZ8643,Ural Airlines,2024-05-26,15:55:15,69
N41925,Ural Airlines,2025-08-09,06:59:21,137
U61219,Red Wings,2024-02-04,17:48:45,21
DP5630,Aeroflot,2024-01-27,00:20:21,10
FV9668,Red Wings,2025-03-23,20:08:07,154
UT4901,Red Wings,2024-02-14,06:08:44,69
S72977,Ural Airlines,2025-01-26,13:16:57,102
FV7581,S7 Airlines,2024-01-11,18:40:06,188
SU803,Ural Airlines,2024-11-08,19:30:29,243
U63098,Utair,2025-12-16,09:19:00,77
DP7108,Nordwind,2025-01-18,07:28:55,7
N45809,Nordwind,2025-08-23,20:11:24,81
FV9301,Rossiya,2025-07-01,12:43:34,245
N4253,Aeroflot,2024-09-17,02:11:30,12
SU9243,Red Wings,2024-02-19,20:31:07,200
SU3569,S7 Airlines,2025-05-03,01:14:16,108
N42440,Aeroflot,2024-03-26,16:12:26,114
S7675,Rossiya,2024-10-17,03:54:11,12
DP5201,Pobeda,2024-11-02,18:28:27,188
U62734,Rossiya,2024-11-17,08:24:04,235
DP1918,Pobeda,2025-05-10,08:37:51,261
FV7030,Red Wings,2025-04-25,22:30:46,199
U64133,Ural Airlines,2024-06-22,21:04:29,67
UT6536,Ural Airlines,2024-03-08,19:06:27,4
S71972,Red Wings,2025-01-21,17:24:32,47
S71056,Red Wings,2025-11-07,01:17:56,142
N4848,S7 Airlines,2025-03-01,02:07:38,299
WZ5110,Aeroflot,2024-09-05,09:19:14,130
DP3031,Rossiya,2024-03-13,16:06:38,74
FV7944,Rossiya,2024-07-08,01:39:18,122
WZ6648,Utair,2025-06-21,04:10:50,89
WZ9538,Pobeda,2025-03-07,11:04:55,248
UT6175,Aeroflot,2025-02-21,21:22:31,131
U61918,Nordwind,2025-12-19,10:06:21,117
N46364,Red Wings,2025-05-17,00:23:31,183
DP8757,Aeroflot,2025-11-14,17:31:47,300
SU1431,S7 Airlines,2025-06-28,22:57:42,8
N47756,Ural Airlines,2025-10-16,23:17:14,14
UT6656,Red Wings,2024-08-27,20:40:14,207
U67835,Nordwind,2025-11-12,13:41:25,82
UT8094,S7 Airlines,2025-04-17,02:09:31,109
UT2427,S7 Airlines,2024-05-02,08:25:06,262
SU5280,Pobeda,2024-05-03,15:57:28,185
N48333,Utair,2025-08-27,16:45:07,273
FV3495,Rossiya,2024-08-01,18:21:18,190
U69147,Aeroflot,2024-10-11,12:58:07,34
FV6252,Rossiya,2025-11-17,04:33:01,12
UT3426,Utair,2024-12-22,17:51:58,12
FV4198,Aeroflot,2024-04-25,23:00:44,124
DP6779,Ural Airlines,2025-05-20,04:48:29,25
WZ9434,Utair,2024-03-03,16:27:29,290
N46944,Rossiya,2025-01-21,16:48:00,97
UT7815,Red Wings,2025-07-22,21:12:49,40
DP9041,Red Wings,2025-11-01,17:06:41,195
SU293,Rossiya,2024-09-22,09:07:14,36
