Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
N46516,Aeroflot,2025-07-10,09:37:44,134
WZ1832,Ural Airlines,2024-01-28,09:07:01,273
S75551,S7 Airlines,2025-03-09,03:13:38,269
SU1205,Red Wings,2025-08-16,18:36:56,291
SU7491,Rossiya,2024-06-15,17:20:29,51
N46780,Red Wings,2024-09-07,07:48:38,236
N43456,Utair,2025-03-01,03:50:00,173
U6332,Pobeda,2024-03-27,18:07:16,199
SU9967,Ural Airlines,2025-04-05,09:54:48,233
WZ7431,Aeroflot,2024-07-14,09:30:21,4
DP4284,Red Wings,2024-01-12,12:38:48,246
DP4875,Pobeda,2024-04-24,11:38:02,257
FV5610,S7 Airlines,2024-08-18,11:49:25,179
N49181,Nordwind,2025-05-22,23:55:55,217
S72421,Nordwind,2025-12-25,23:32:43,55
DP9320,Rossiya,2024-04-25,11:51:45,193
U65792,Red Wings,2024-04-14,21:07:24,238
U67800,Nordwind,2024-08-14,17:47:55,105
SU5366,Red Wings,2025-06-01,05:24:27,174
S7744,S7 Airlines,2024-09-09,17:50:13,170
WZ8069,Utair,2024-10-04,21:43:21,294
WZ5698,Pobeda,2025-07-08,12:04:19,110
WZ5734,Pobeda,2025-02-18,10:13:44,242
U63967,Utair,2024-01-03,10:39:17,284
DP4507,Nordwind,2025-04-03,21:25:25,104
SU901,Utair,2025-03-17,14:12:33,161
U63968,Utair,2025-07-22,05:37:21,108
U65001,Ural Airlines,2025-07-18,17:47:56,143
FV6764,Red Wings,2025-12-09,15:02:16,92
U6698,Ural Airlines,2025-07-20,02:55:48,257
WZ8751,Nordwind,2024-04-10,16:46:37,200
DP5574,Aeroflot,2025-09-22,12:50:50,180
UT4580,Nordwind,2024-05-04,05:30:06,212
UT9287,Nordwind,2024-12-11,18:09:19,117
SU602,Aeroflot,2025-08-09,07:01:26,215
DP4690,Red Wings,2025-09-06,13:03:20,80
WZ6597,Ural Airlines,2024-11-27,08:47:52,262
WZ3069,Ural Airlines,2025-07-27,01:28:36,294
UT8723,Pobeda,2024-05-26,17:43:11,251
WZ1204,Aeroflot,2025-11-01,21:01:55,258
N41530,S7 Airlines,2025-12-10,05:11:22,297
N41852,Utair,2025-04-02,11:11:19,84
SU6558,Red Wings,2024-06-25,22:02:56,270
FV8583,Ural Airlines,2024-01-21,07:10:42,71
DP7327,Ural Airlines,2025-11-16,05:53:52,86
SU1595,Red Wings,2024-01-09,21:20:41,44
SU3644,Utair,2024-07-10,05:06:57,272
S71576,Red Wings,2025-03-25,23:32:05,215
U64812,Ural Airlines,2024-10-01,05:45:13,293
FV4075,Red Wings,2024-05-17,18:10:25,85
SU6511,S7 Airlines,2025-02-09,16:48:20,67
WZ6875,Ural Airlines,2024-03-24,11:39:45,25
U65667,Ural Airlines,2025-04-06,19:28:51,67
DP3169,S7 Airlines,2025-11-13,20:27:04,14
SU9520,Rossiya,2024-02-21,15:29:08,191
N49302,Utair,2024-12-07,22:43:17,187
SU2255,Red Wings,2024-03-06,12:49:11,191
N47562,Utair,2024-03-04,13:22:48,299
WZ4523,Pobeda,2025-08-22,08:19:48,190
WZ1539,Rossiya,2025-03-13,19:24:42,177
N49750,Utair,2024-05-26,11:51:50,290
N44993,Nordwind,2024-07-23,20:58:00,119
U68835,Ural Airlines,2024-11-18,06:52:11,48
U67250,Ural Airlines,2025-01-08,07:56:53,242
N48331,S7 Airlines,2025-06-01,09:44:11,217
N46990,Pobeda,2025-06-26,03:28:32,172
N49110,Aeroflot,2025-10-11,12:18:35,1
WZ771,Rossiya,2024-04-03,23:22:26,239
S73580,Aeroflot,2024-05-15,09:27:42,154
SU752,Red Wings,2025-09-11,14:00:51,228
U64490,Red Wings,2024-12-06,14:11:08,223
DP6126,Rossiya,2025-10-07,08:33:17,141
N42744,Ural Airlines,2025-02-23,07:11:14,283
FV2529,Rossiya,2024-12-17,19:34:02,129
U65358,Aeroflot,2024-12-24,15:58:39,25
SU3235,Aeroflot,2025-08-16,21:35:51,58
S76354,S7 Airlines,2025-10-05,09:37:53,31
DP9553,Nordwind,2025-06-11,20:49:49,106
UT2115,Red Wings,2024-01-18,08:11:41,4
UT8792,Red Wings,2025-12-22,10:28:10,270
DP8396,Nordwind,2024-11-07,16:07:06,7
SU2586,Nordwind,2025-12-24,06:35:29,176
DP6687,Utair,2025-03-24,22:36:47,58
S78639,Utair,2024-11-25,21:36:18,58
FV6787,Nordwind,2025-09-24,11:02:06,238
DP2628,Ural Airlines,2024-12-13,17:20:34,233
UT142,Pobeda,2024-10-13,07:31:31,260
UT4672,Ural Airlines,2024-06-27,23:26:18,143
SU8967,Aeroflot,2025-03-13,05:46:27,187
FV9427,Ural Airlines,2024-06-24,10:51:52,63
N44343,Utair,2024-12-20,18:12:11,67
U64416,Ural Airlines,2024-05-02,23:25:52,258
WZ2570,Ural Airlines,2024-11-25,19:33:05,300
UT4790,Ural Airlines,2024-08-09,18:59:55,23
S74642,Nordwind,2024-11-24,00:45:16,247
SU9081,Ural Airlines,2024-01-24,01:37:17,152
S72602,S7 Airlines,2025-06-15,03:23:32,195
FV4843,Aeroflot,2024-10-13,08:33:52,216
WZ8453,Nordwind,2024-07-10,16:47:15,72
WZ2225,Aeroflot,2024-05-10,11:46:34,86
DP8938,Pobeda,2025-08-03,05:42:10,146
N46211,S7 Airlines,2024-07-22,11:20:06,175
U66595,Ural Airlines,2025-01-01,00:55:10,25
N45142,Red Wings,2024-12-07,14:29:19,206
WZ6942,S7 Airlines,2024-01-20,21:44:20,290
UT9870,Rossiya,2025-12-28,04:09:08,163
N49464,Rossiya,2024-10-17,11:09:57,219
N45465,Pobeda,2025-09-06,19:44:38,229
UT6648,Rossiya,2024-09-09,16:58:31,86
DP5584,Utair,2024-04-24,17:59:29,214
WZ6612,Rossiya,2025-12-01,19:50:00,259
U68955,Nordwind,2024-01-26,18:33:25,134
FV5525,Rossiya,2025-03-01,20:40:07,37
DP9404,Red Wings,2025-01-13,05:14:07,10
FV5784,Nordwind,2025-05-19,21:28:42,119
SU7064,Nordwind,2024-01-07,18:58:44,259
DP5840,Ural Airlines,2025-12-06,21:02:51,238
UT5098,Aeroflot,2025-03-10,18:04:18,97
N41135,Nordwind,2025-03-24,11:44:32,127
SU1445,Utair,2024-08-13,18:23:39,214
FV5839,Nordwind,2025-10-04,22:33:00,100
DP650,Utair,2024-05-19,20:53:08,207
UT5206,Red Wings,2025-06-13,22:24:40,11
WZ4248,Red Wings,2024-08-01,02:23:38,18
SU2509,Rossiya,2024-05-08,19:32:43,220
WZ2769,S7 Airlines,2025-09-19,17:08:14,99
FV5712,S7 Airlines,2025-03-02,00:32:15,152
S75674,S7 Airlines,2025-03-04,12:58:41,241
SU5833,Pobeda,2025-02-21,06:37:29,179
N42700,S7 Airlines,2025-01-13,07:08:50,188
S73634,Nordwind,2025-08-11,21:22:19,297
DP5467,Rossiya,2025-06-15,20:15:55,162
WZ2019,Nordwind,2024-03-16,04:33:21,66
UT9388,Nordwind,2025-04-24,05:47:22,117
SU1523,Nordwind,2024-11-16,12:58:42,226
DP6668,Pobeda,2025-12-28,22:12:53,62
FV2909,S7 Airlines,2024-11-03,09:35:57,246
N44788,S7 Airlines,2024-07-21,22:57:49,211
DP1193,Pobeda,2024-02-23,07:33:09,185
UT283,Aeroflot,2025-12-12,09:08:54,232
N44106,Aeroflot,2025-07-02,14:08:50,37
SU5657,Rossiya,2024-01-15,01:48:54,86
FV555,Nordwind,2025-02-17,02:31:08,171
SU6539,Nordwind,2024-11-10,03:28:55,11
U69581,Ural Airlines,2024-02-10,16:02:58,34
DP6695,Aeroflot,2024-07-07,06:20:53,210
N43835,Utair,2024-05-15,18:50:59,33
DP4086,Aeroflot,2025-02-22,06:13:38,71
U6613,Aeroflot,2024-06-02,08:14:30,261
SU5826,Pobeda,2025-05-07,05:29:36,21
S79207,Nordwind,2024-02-20,03:18:19,129
N48708,S7 Airlines,2024-12-24,16:25:10,32
UT5138,Utair,2024-09-23,23:39:26,2
FV4962,Ural Airlines,2025-09-09,20:06:25,90
S79147,Ural Airlines,2025-06-25,04:17:13,56
DP7102,Ural Airlines,2025-07-12,12:51:56,275
N48630,Rossiya,2024-10-22,04:15:50,270
N46471,Aeroflot,2025-06-18,19:33:58,161
S75998,Utair,2024-06-06,14:54:43,145
N49586,Nordwind,2024-04-07,13:02:59,91
N46679,Pobeda,2024-12-16,03:12:38,50
U64846,Aeroflot,2024-09-03,01:49:48,215
UT9279,Red Wings,2024-11-11,21:56:24,206
N41328,Utair,2025-05-21,09:43:03,159
DP5390,Red Wings,2025-06-16,10:17:34,184
FV501,Rossiya,2025-05-24,05:32:07,298
S76314,Nordwind,2024-10-11,04:50:23,230
N47124,Nordwind,2025-01-21,02:51:36,134
FV8843,Nordwind,2024-03-25,11:20:59,166
SU3525,Pobeda,2025-08-04,09:53:15,94
FV931,Utair,2024-07-04,01:49:17,151
DP2433,Pobeda,2025-12-15,20:58:49,197
S7423,Utair,2024-03-02,05:55:40,162
UT2363,Ural Airlines,2024-02-27,06:01:56,291
WZ1927,Nordwind,2024-12-17,02:18:27,20
FV2354,Aeroflot,2024-04-10,19:15:04,160
WZ6211,Red Wings,2024-06-27,21:06:35,72
SU1718,Ural Airlines,2025-12-10,12:23:38,113
S7450,Ural Airlines,2025-08-28,04:34:32,229
WZ2317,Ural Airlines,2025-01-20,13:10:00,118
FV4550,Aeroflot,2025-06-09,07:40:41,28
UT9229,Rossiya,2024-02-20,03:17:50,123
DP8421,Rossiya,2025-03-22,03:09:05,198
UT6556,Rossiya,2024-10-07,00:23:51,269
S7350,Aeroflot,2025-05-21,20:15:57,273
DP6868,Red Wings,2024-08-21,20:27:44,115
S7988,Red Wings,2025-07-24,21:46:24,261
SU4475,Nordwind,2025-05-21,03:08:39,38
SU7918,Rossiya,2025-07-13,14:56:40,29
FV4891,Nordwind,2024-01-27,00:44:25,179
U65662,Pobeda,2024-01-25,06:08:15,115
WZ6306,Pobeda,2025-07-03,11:52:56,17
WZ4037,Nordwind,2025-01-13,12:15:53,62
WZ1702,Ural Airlines,2024-08-07,03:13:54,242
SU9443,Aeroflot,2024-01-28,16:21:55,164
S71224,Utair,2024-09-05,01:11:57,241
U61287,Red Wings,2024-02-22,10:01:29,11
U66068,Utair,2024-04-21,06:48:15,253
U68064,Red Wings,2024-01-28,23:00:09,23
U69267,Utair,2025-11-12,15:08:31,62
U6226,Pobeda,2024-08-27,12:59:21,120
FV3926,Ural Airlines,2024-01-25,09:00:53,112
S78085,S7 Airlines,2025-06-24,09:48:44,272
DP9331,Nordwind,2024-10-21,11:13:32,28
S72433,Utair,2024-06-06,10:54:01,191
N4486,Ural Airlines,2025-05-10,19:17:27,271
S77905,S7 Airlines,2024-03-20,00:30:16,233
S78202,Aeroflot,2024-07-16,20:38:33,65
DP4183,S7 Airlines,2025-01-04,21:42:39,1
SU6140,Nordwind,2025-05-05,08:57:27,238
U66080,Ural Airlines,2025-04-20,02:18:41,149
N49139,Utair,2025-03-25,22:50:31,118
N49967,Red Wings,2024-02-01,14:30:26,190
S73208,Pobeda,2024-06-27,15:09:42,13
N42961,Nordwind,2025-09-12,01:29:57,88
N44083,S7 Airlines,2024-02-26,00:59:34,295
U65862,Utair,2025-01-23,14:37:59,207
N43698,Utair,2025-04-07,11:12:29,202
UT7955,Pobeda,2024-07-11,10:55:11,109
DP3497,S7 Airlines,2025-04-17,05:24:16,152
S71690,S7 Airlines,2025-03-15,17:03:12,227
FV859,Ural Airlines,2025-05-10,23:55:22,119
WZ538,Red Wings,2024-07-15,14:45:16,92
S71745,Nordwind,2025-06-18,11:07:05,185
SU4515,Red Wings,2024-07-05,21:52:06,282
SU2336,Ural Airlines,2024-12-06,12:25:47,275
WZ2808,Rossiya,2025-03-05,16:00:04,299
S78788,Rossiya,2025-06-25,11:38:30,75
DP2846,Utair,2024-07-12,22:49:36,259
FV858,Aeroflot,2025-07-21,22:15:14,200
N43132,S7 Airlines,2025-03-25,03:46:35,68
U61737,S7 Airlines,2024-03-10,10:34:35,274
WZ4857,S7 Airlines,2024-05-26,12:45:08,271
FV1714,Utair,2024-05-28,21:19:28,249
WZ362,Aeroflot,2024-08-20,23:47:14,57
S75521,Rossiya,2025-10-05,01:02:13,225
N41081,Aeroflot,2025-01-07,11:53:00,222
UT6938,Red Wings,2024-07-14,07:17:59,213
S77349,Rossiya,2024-06-18,13:52:49,147
FV3625,Ural Airlines,2025-10-23,07:42:43,149
S76678,Nordwind,2024-10-27,05:22:07,71
FV241,Red Wings,2024-06-10,09:00:13,181
U66468,Ural Airlines,2025-12-04,14:32:57,254
SU9147,Nordwind,2025-09-18,18:42:07,100
S7472,Aeroflot,2024-05-17,03:24:56,223
DP8644,Rossiya,2024-04-04,03:54:11,225
S72567,Ural Airlines,2024-10-25,03:01:09,12
SU4103,Rossiya,2024-01-09,21:53:38,94
UT181,Utair,2024-11-17,23:34:54,279
UT7232,Red Wings,2025-09-11,09:54:08,52
S79475,Pobeda,2025-08-17,06:15:10,154
DP3402,Utair,2024-12-11,14:17:45,44
S76754,Aeroflot,2024-08-18,04:11:37,264
S75604,Ural Airlines,2024-08-26,02:28:04,108
WZ8735,Rossiya,2025-12-03,09:49:11,7
UT9056,Pobeda,2025-05-20,06:33:57,28
WZ6124,Red Wings,2024-09-04,01:03:05,262
DP5007,Red Wings,2024-01-22,04:21:44,112
WZ6077,Red Wings,2025-02-28,08:50:03,298
U65190,Red Wings,2025-06-01,21:59:04,16
WZ4858,Ural Airlines,2025-08-16,08:56:06,7
UT8340,Nordwind,2025-07-23,03:58:07,2
SU3986,S7 Airlines,2024-11-09,20:50:57,43
U65845,Ural Airlines,2025-03-12,22:56:38,90
U61065,Utair,2024-07-03,02:13:14,220
DP417,Rossiya,2024-03-23,17:48:25,199
S71439,Nordwind,2025-10-13,11:09:41,185
FV7606,Red Wings,2024-05-25,17:41:39,200
UT9180,S7 Airlines,2025-05-28,12:13:35,236
U66004,S7 Airlines,2024-05-23,02:35:32,127
N48671,Utair,2025-11-28,20:52:30,73
DP3879,Rossiya,2025-08-24,12:15:06,248
WZ765,Nordwind,2024-06-13,11:46:35,69
FV2557,Pobeda,2025-08-14,03:12:08,136
FV1613,Utair,2024-03-03,21:55:15,227
SU5769,Pobeda,2024-02-09,20:23:46,9
N48433,Red Wings,2025-02-01,12:40:37,90
WZ4102,Red Wings,2024-02-21,14:10:07,12
DP6439,S7 Airlines,2024-02-22,12:19:53,195
UT1083,Pobeda,2025-07-15,13:20:44,100
U65421,Rossiya,2025-05-09,08:13:20,12
WZ8711,Utair,2025-10-02,02:45:03,197
S72767,S7 Airlines,2025-10-21,16:31:52,300
UT6933,Rossiya,2025-10-12,09:27:55,193
SU456,Rossiya,2024-11-06,12:09:02,167
SU7582,Red Wings,2025-04-08,14:10:08,66
U6527,Red Wings,2024-03-25,21:56:52,7
UT3666,Pobeda,2024-08-26,20:18:58,230
WZ3636,Rossiya,2025-03-13,20:56:36,180
S7933,Aeroflot,2025-02-11,16:16:29,22
SU8234,Red Wings,2025-01-11,19:37:14,40
SU381,Red Wings,2024-11-20,00:55:59,163
S77874,Pobeda,2024-02-17,17:38:13,274
SU1539,Red Wings,2024-04-28,17:56:08,209
U66122,Nordwind,2024-10-24,10:40:30,266
WZ1244,Utair,2025-08-05,10:42:08,139
UT2351,Ural Airlines,2024-09-21,22:32:48,245
S73902,S7 Airlines,2024-08-23,14:02:19,257
S71981,Utair,2024-07-17,18:47:48,182
FV4454,S7 Airlines,2024-04-27,02:56:50,36
U64747,Red Wings,2024-07-05,05:25:37,172
S79249,Pobeda,2024-06-22,10:27:36,130
SU5116,Ural Airlines,2025-07-17,14:07:59,279
U61344,Utair,2024-12-27,23:14:10,246
S71028,S7 Airlines,2024-09-06,15:00:56,234
UT3705,Utair,2024-04-01,12:34:19,219
S7554,Pobeda,2025-02-05,04:08:19,137
FV3016,Ural Airlines,2025-02-26,13:19:28,194
FV9161,Aeroflot,2025-03-04,10:05:54,177
N44500,S7 Airlines,2025-06-18,15:37:33,154
SU6573,Rossiya,2024-01-09,04:07:09,144
DP2121,Ural Airlines,2024-12-08,03:29:14,203
WZ793,Rossiya,2024-02-06,03:42:49,21
N41209,Pobeda,2025-02-01,22:18:42,107
N47217,Ural Airlines,2025-09-25,17:20:12,191
FV6805,Pobeda,2025-07-04,16:39:45,94
S71221,Rossiya,2025-05-24,05:18:05,296
DP264,Nordwind,2024-11-09,16:15:12,294
FV8350,Ural Airlines,2024-02-11,11:57:41,292
N48909,Ural Airlines,2025-01-02,08:40:39,42
S73194,Utair,2025-03-19,13:10:59,2
WZ4100,S7 Airlines,2024-11-13,13:22:35,189
S72820,Ural Airlines,2025-06-20,18:14:11,219
UT1486,Rossiya,2025-12-04,00:16:32,60
N48414,Ural Airlines,2025-12-05,18:26:22,211
SU2636,Aeroflot,2024-02-12,15:14:39,162
N46309,S7 Airlines,2025-05-10,01:22:23,88
UT3163,Aeroflot,2025-10-15,05:56:32,93
UT9127,Utair,2025-04-24,01:06:39,32
U69571,Aeroflot,2024-05-20,21:26:44,149
U66630,Utair,2025-10-17,17:05:45,294
S73170,Ural Airlines,2024-04-16,15:57:03,148
FV1715,Nordwind,2024-01-22,01:18:31,272
S77487,Rossiya,2024-03-12,11:27:05,125
FV6149,Red Wings,2024-11-24,11:25:35,240
U69243,Utair,2024-12-10,14:04:01,18
FV6323,S7 Airlines,2025-12-23,04:08:05,55
WZ2131,Nordwind,2024-01-19,23:10:42,118
U63832,Ural Airlines,2024-09-01,19:18:49,293
WZ6904,Rossiya,2024-11-07,22:19:21,101
SU9346,Utair,2025-05-22,06:35:36,114
S75725,Pobeda,2024-08-07,03:53:54,13
U6762,Ural Airlines,2024-02-07,13:02:24,203
SU5783,Ural Airlines,2024-06-10,11:28:20,256
S75878,Nordwind,2025-04-09,19:31:27,162
S79489,Rossiya,2025-01-27,16:04:18,144
WZ5541,Nordwind,2025-11-01,02:02:59,11
SU5474,Nordwind,2025-02-08,06:34:51,137
SU5808,Pobeda,2025-05-14,01:25:14,249
N48691,Pobeda,2024-06-15,18:13:36,205
N48855,S7 Airlines,2024-09-24,20:54:10,58
S77284,Rossiya,2025-11-03,02:18:37,50
WZ8816,Nordwind,2024-10-25,12:39:52,280
N47769,Ural Airlines,2024-06-26,22:08:12,72
SU9906,Ural Airlines,2025-12-26,17:04:15,107
SU5903,Red Wings,2024-12-03,21:11:29,17
FV2921,Aeroflot,2024-08-12,17:09:18,256
FV6176,Red Wings,2024-01-09,20:49:15,103
U68210,S7 Airlines,2025-04-18,23:15:01,187
DP3206,S7 Airlines,2024-04-08,07:12:52,202
DP2141,Ural Airlines,2025-06-23,12:45:14,95
DP935,Nordwind,2025-03-18,04:38:32,239
U69591,Aeroflot,2024-04-12,17:19:19,201
UT1372,Rossiya,2024-08-24,00:20:25,299
U62031,Aeroflot,2024-11-25,14:46:02,263
WZ9750,Nordwind,2025-03-27,07:27:13,229
WZ6091,Rossiya,2025-10-20,05:09:36,221
WZ6615,Red Wings,2025-06-09,21:07:05,67
U67035,Utair,2024-05-28,18:23:10,132
U65688,Pobeda,2025-05-03,17:12:19,244
N43822,S7 Airlines,2024-01-12,03:41:46,219
FV6628,Pobeda,2024-05-28,03:13:35,11
SU2358,Utair,2025-11-13,14:29:41,132
WZ5349,S7 Airlines,2025-07-18,02:56:34,259
WZ758,Utair,2025-12-23,18:38:45,296
S73841,Rossiya,2024-12-11,10:18:56,49
N45728,Aeroflot,2025-08-25,06:55:33,233
S72112,Ural Airlines,2025-06-17,14:19:12,146
FV5792,Rossiya,2025-06-08,17:59:46,97
DP9287,Nordwind,2025-04-02,05:04:55,199
WZ8760,Nordwind,2025-12-09,21:02:38,143
DP1692,Pobeda,2025-09-02,06:06:31,177
SU9318,Nordwind,2024-03-09,05:32:58,51
FV4860,Red Wings,2025-11-26,04:30:44,196
SU4208,Utair,2024-05-12,17:33:14,250
N43073,Ural Airlines,2025-07-13,19:28:15,185
SU5061,Aeroflot,2025-06-18,08:15:49,59
SU4171,S7 Airlines,2024-09-20,16:48:20,198
UT5753,Utair,2025-06-19,18:16:14,56
FV5303,Pobeda,2024-04-26,06:30:36,56
S73907,S7 Airlines,2025-11-26,08:42:31,165
UT823,Red Wings,2025-09-07,13:22:32,263
U67416,Pobeda,2024-05-25,01:29:26,79
UT3535,Aeroflot,2024-03-08,01:33:02,150
DP1872,Ural Airlines,2024-04-22,19:14:25,265
UT6756,Pobeda,2025-01-20,14:08:02,273
UT6970,Nordwind,2024-10-15,22:35:15,57
UT9800,Rossiya,2025-11-11,23:32:52,290
DP625,Red Wings,2024-01-22,19:08:37,135
U62322,Nordwind,2024-01-02,03:58:02,4
S78177,S7 Airlines,2025-03-17,02:20:03,87
U66715,Ural Airlines,2024-09-03,08:19:00,290
U62466,S7 Airlines,2024-06-24,19:27:36,123
WZ7173,Ural Airlines,2025-03-15,04:05:15,141
N44537,Aeroflot,2024-06-21,06:29:46,272
U64736,Nordwind,2025-03-19,18:28:39,130
SU7478,Ural Airlines,2024-12-01,09:14:07,181
N48822,Rossiya,2024-03-19,10:49:22,130
UT3728,Nordwind,2024-09-01,18:44:59,199
FV8610,Utair,2024-04-28,07:48:08,113
FV9024,Rossiya,2025-04-27,11:21:52,291
S76270,Pobeda,2024-04-11,13:09:58,241
S79726,Pobeda,2024-02-05,22:08:14,285
S73170,Red Wings,2025-09-04,13:19:20,204
WZ6054,Nordwind,2025-08-21,07:30:51,208
S7867,Aeroflot,2024-05-06,02:02:44,178
S78436,Nordwind,2025-12-19,02:34:26,172
UT2607,Ural Airlines,2025-02-24,08:15:26,54
U66772,Red Wings,2024-12-10,08:28:13,133
S77496,Ural Airlines,2024-03-18,08:32:13,102
FV8222,Rossiya,2025-11-08,13:38:06,211
FV3025,Aeroflot,2025-12-02,18:22:54,265
S77047,Pobeda,2024-03-11,00:11:22,172
FV2988,Rossiya,2024-12-08,04:45:13,155
SU6692,Nordwind,2025-06-23,16:05:01,249
SU7692,Rossiya,2025-06-22,10:21:59,70
SU3276,Red Wings,2024-09-24,08:56:24,55
S71625,Rossiya,2024-05-15,17:31:40,291
UT3350,Pobeda,2025-08-14,15:52:04,152
WZ2005,Pobeda,2025-10-17,16:06:30,52
WZ9054,S7 Airlines,2025-03-18,11:35:37,133
FV1527,Utair,2024-02-03,04:04:58,1
FV7682,Pobeda,2024-06-19,03:39:44,236
UT1316,S7 Airlines,2024-12-06,06:41:07,282
SU3590,Rossiya,2025-12-04,05:37:44,67
FV8493,Aeroflot,2025-09-04,18:42:50,70
FV8738,Ural Airlines,2024-03-20,13:23:53,99
FV2188,Red Wings,2025-11-24,00:28:34,289
N49981,Nordwind,2025-01-05,00:08:39,237
N43905,Utair,2025-04-08,21:59:32,284
SU3318,Nordwind,2025-08-23,18:06:28,128
U67094,Ural Airlines,2025-03-03,18:26:29,186
SU2902,Rossiya,2024-09-23,13:46:55,20
S72628,Rossiya,2024-05-05,23:03:57,256
