Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
N43697,Ural Airlines,2025-04-26,05:02:43,217
U69518,Aeroflot,2024-12-23,11:06:32,96
DP205,Rossiya,2024-01-10,18:11:29,200
WZ9550,Nordwind,2025-10-22,05:57:20,208
WZ8764,Aeroflot,2024-11-28,01:18:01,108
WZ1108,Aeroflot,2025-08-15,06:54:32,118
U62108,Pobeda,2025-10-08,05:18:20,110
WZ7751,S7 Airlines,2025-06-19,15:09:10,20
DP5961,S7 Airlines,2024-12-26,13:51:35,43
UT8561,S7 Airlines,2025-03-19,22:20:51,133
N4935,Red Wings,2024-07-22,20:42:11,77
WZ9133,Aeroflot,2024-02-09,14:30:08,119
N43526,Pobeda,2024-01-17,05:02:54,126
FV3659,Red Wings,2024-12-27,09:32:21,160
S72626,Pobeda,2024-07-12,08:33:54,146
WZ6539,Pobeda,2025-01-23,13:53:08,208
U64223,Red Wings,2024-10-26,16:43:10,30
WZ8352,Rossiya,2024-09-01,02:20:51,213
WZ4986,Pobeda,2025-05-19,10:49:55,24
SU490,Ural Airlines,2025-06-15,12:05:20,3
N45434,Utair,2024-11-13,04:43:06,64
SU7533,Aeroflot,2024-04-23,21:17:10,93
N46605,Red Wings,2024-03-01,20:15:37,211
FV1364,S7 Airlines,2025-10-27,00:18:03,255
DP4040,Utair,2024-11-09,12:33:05,227
N48672,Pobeda,2024-03-18,23:03:58,117
N46937,Aeroflot,2024-11-19,08:52:48,105
UT7557,Nordwind,2025-03-20,07:44:49,288
N45125,Red Wings,2024-01-17,09:06:47,155
UT6893,Nordwind,2025-12-06,16:02:27,5
DP2856,Nordwind,2025-05-08,22:58:32,81
N47025,Pobeda,2024-02-14,13:55:57,100
N45602,S7 Airlines,2024-12-28,17:32:23,17
WZ389,Nordwind,2024-06-05,18:53:39,53
FV1442,Pobeda,2024-06-09,09:21:10,150
DP5423,S7 Airlines,2024-05-09,18:06:50,135
FV4992,Ural Airlines,2024-03-13,08:01:49,250
FV4352,S7 Airlines,2024-12-14,02:06:33,60
FV5864,Aeroflot,2024-03-21,19:49:26,120
S75941,Pobeda,2025-04-03,22:16:50,200
S77585,Red Wings,2025-10-11,23:58:29,161
SU3364,Aeroflot,2025-07-08,06:57:12,13
N41236,Ural Airlines,2024-07-18,04:58:54,27
U63126,S7 Airlines,2025-12-20,00:50:06,251
S74546,Aeroflot,2025-01-23,17:37:45,72
S7612,Utair,2024-04-05,03:15:06,186
SU2665,Utair,2024-01-27,07:24:42,251
S72846,Aeroflot,2024-01-09,07:03:28,215
SU9595,Nordwind,2024-10-06,18:12:32,155
UT6317,Aeroflot,2025-04-12,19:34:23,289
U69345,Rossiya,2024-11-13,20:46:01,209
FV7826,S7 Airlines,2024-04-19,02:25:05,119
UT6630,Rossiya,2025-09-22,23:17:23,272
FV859,Nordwind,2025-01-04,19:43:02,178
N45703,Ural Airlines,2025-04-27,03:14:24,6
SU4141,Nordwind,2024-05-16,17:32:34,147
DP5875,Red Wings,2024-10-23,14:26:48,8
S72456,Nordwind,2024-06-28,20:59:24,63
FV8476,Rossiya,2025-06-16,14:45:36,244
S7998,Utair,2025-04-26,15:56:35,190
SU614,Utair,2025-04-18,13:42:47,132
N47833,S7 Airlines,2025-02-17,19:53:03,292
DP6398,Aeroflot,2025-11-18,16:56:59,69
SU421,Rossiya,2024-09-19,15:20:30,1
UT9306,Nordwind,2024-12-17,16:42:07,185
U6354,Aeroflot,2025-04-02,02:08:06,189
N43289,Red Wings,2025-06-19,13:34:24,57
DP4596,Red Wings,2024-09-18,08:15:31,73
SU6008,Utair,2025-09-16,06:50:27,12
U62925,Utair,2024-02-11,20:20:45,220
N42256,Aeroflot,2025-08-04,08:49:08,127
S76602,S7 Airlines,2024-08-11,11:51:02,180
UT2222,Rossiya,2024-04-07,13:05:15,45
FV6640,Rossiya,2025-02-09,19:30:07,79
N45818,S7 Airlines,2024-08-27,22:26:53,37
WZ1738,Nordwind,2024-12-14,17:45:55,258
S76065,Red Wings,2024-08-28,07:42:24,5
WZ5675,Rossiya,2025-03-11,20:06:11,64
U69980,Rossiya,2025-06-24,21:59:05,160
SU6655,Red Wings,2025-08-08,04:01:42,65
N47881,S7 Airlines,2025-05-14,22:26:52,13
FV6481,Utair,2024-02-05,12:21:56,161
S77759,Nordwind,2024-11-25,20:06:58,139
S74243,Rossiya,2025-02-28,00:56:50,70
UT4496,Nordwind,2025-06-23,00:17:57,203
FV6820,Nordwind,2024-06-16,00:21:18,90
WZ4485,Pobeda,2025-12-21,12:28:55,32
FV3412,Utair,2024-06-10,10:18:29,176
DP882,Nordwind,2025-07-25,07:49:34,97
UT7344,Pobeda,2025-02-08,18:29:40,220
DP4809,Pobeda,2024-01-02,00:39:06,291
UT6536,Ural Airlines,2025-09-05,23:54:19,188
N45624,Aeroflot,2024-05-19,00:01:22,122
WZ8779,Utair,2025-03-27,07:48:08,62
U63810,Ural Airlines,2024-07-07,21:58:49,115
FV3921,S7 Airlines,2024-10-24,20:17:14,52
U62679,Red Wings,2025-08-18,08:15:15,261
S7267,Red Wings,2024-01-14,04:17:19,18
DP3442,Red Wings,2024-04-05,13:38:04,35
SU8835,Ural Airlines,2025-07-22,22:32:12,9
DP4659,Nordwind,2024-03-27,21:23:12,186
U63921,Aeroflot,2025-05-02,08:24:26,131
S79087,Utair,2025-06-11,14:00:45,227
S75552,S7 Airlines,2025-09-07,08:04:43,9
U69168,Nordwind,2024-06-05,10:34:30,221
DP507,Utair,2025-03-08,04:38:56,88
UT8616,Aeroflot,2024-02-06,15:09:13,212
FV1693,S7 Airlines,2025-06-20,08:25:04,137
UT4872,Ural Airlines,2025-02-24,05:48:00,138
SU4389,Ural Airlines,2024-07-04,21:40:01,193
U61471,Red Wings,2024-04-07,19:43:04,262
WZ1669,Pobeda,2024-07-23,09:14:19,149
S74365,S7 Airlines,2025-05-18,16:54:29,260
WZ9676,Ural Airlines,2025-12-04,10:23:54,154
U64859,S7 Airlines,2025-12-21,00:30:21,50
S76385,Pobeda,2024-10-04,12:19:54,220
N46835,Rossiya,2025-11-02,07:23:00,194
U65380,Pobeda,2025-02-17,03:20:46,70
FV1787,Utair,2024-06-09,12:54:44,259
U62723,Utair,2024-05-24,12:06:15,16
WZ200,Nordwind,2025-09-16,17:22:16,204
S7380,Pobeda,2025-06-06,19:03:08,164
WZ9421,Aeroflot,2024-11-08,23:52:53,65
N43005,Red Wings,2025-03-06,04:29:24,287
UT7165,Ural Airlines,2025-05-24,19:51:39,81
WZ2843,Red Wings,2025-01-05,20:59:19,15
S78802,Utair,2024-01-09,00:33:24,283
SU2606,Rossiya,2024-07-04,14:20:31,224
S71533,S7 Airlines,2025-12-20,02:26:32,80
WZ2785,Aeroflot,2024-03-21,21:42:45,259
UT406,Nordwind,2024-06-28,18:55:19,55
FV4061,Aeroflot,2025-05-12,21:22:38,126
WZ924,S7 Airlines,2025-07-15,02:58:14,89
FV3424,Nordwind,2025-03-08,12:53:16,281
WZ2827,Utair,2025-02-24,20:27:38,54
WZ2312,Rossiya,2024-07-07,23:10:55,58
SU6699,Aeroflot,2025-03-28,00:57:56,64
UT7644,Rossiya,2025-11-02,23:26:16,38
WZ2953,Red Wings,2025-06-07,21:53:50,67
FV6671,Red Wings,2024-01-11,02:47:13,134
DP4019,S7 Airlines,2025-05-10,01:28:01,155
FV5819,S7 Airlines,2025-05-22,05:44:33,38
FV6943,Red Wings,2025-09-21,05:43:49,108
N44184,S7 Airlines,2025-06-18,01:47:51,209
S78138,Nordwind,2025-11-12,16:37:06,282
UT3199,Pobeda,2025-12-20,17:37:01,118
SU7339,S7 Airlines,2024-07-04,13:29:12,148
S76092,Aeroflot,2025-02-07,03:20:35,280
WZ7205,Rossiya,2025-06-03,04:59:52,264
UT5501,Ural Airlines,2024-10-01,07:42:23,245
WZ3776,S7 Airlines,2025-11-01,00:58:26,10
SU5780,Pobeda,2024-01-12,18:46:00,232
UT3904,Utair,2025-10-19,04:42:29,272
FV9952,Rossiya,2025-12-25,04:43:33,140
WZ4862,Red Wings,2024-07-16,14:15:26,160
WZ7334,Ural Airlines,2024-03-15,00:24:34,274
DP3328,Rossiya,2024-01-01,10:35:13,79
DP8016,Nordwind,2024-10-05,06:37:48,18
S73501,Red Wings,2025-04-19,17:05:00,259
SU2662,Pobeda,2024-11-20,10:32:55,41
SU5189,Ural Airlines,2025-02-12,21:48:46,212
FV5242,Utair,2024-11-27,19:38:22,174
U67597,Pobeda,2024-06-09,23:37:30,28
SU9933,Red Wings,2025-03-20,03:07:22,184
SU5606,Pobeda,2025-11-16,11:02:56,87
WZ1850,S7 Airlines,2025-01-13,13:20:32,278
S72926,Aeroflot,2024-04-11,12:14:26,297
S73859,Aeroflot,2025-07-16,09:10:28,177
U62989,Pobeda,2025-07-28,03:51:18,144
S79881,S7 Airlines,2025-03-17,06:48:10,221
S73836,Pobeda,2025-07-08,11:38:57,239
FV9172,Nordwind,2025-07-27,20:15:15,287
DP9000,Red Wings,2024-08-25,01:37:00,184
N47981,Pobeda,2025-11-04,12:15:31,247
SU3137,Pobeda,2024-10-16,05:29:33,208
U63957,Rossiya,2025-09-22,01:14:59,39
S77815,Nordwind,2024-07-20,00:49:29,51
UT6497,Aeroflot,2025-10-09,17:04:17,268
SU7714,Aeroflot,2025-01-26,15:28:02,152
SU3714,Ural Airlines,2024-12-07,03:13:59,12
S77578,Utair,2024-10-09,14:46:41,23
FV6666,Nordwind,2024-05-11,20:52:10,213
S75346,Red Wings,2024-01-09,01:21:09,64
DP8851,Pobeda,2024-10-06,05:07:04,11
FV9694,Red Wings,2025-07-22,13:51:46,107
N41261,Red Wings,2024-07-10,13:56:29,92
WZ4348,Red Wings,2024-07-10,06:39:06,159
DP7621,Rossiya,2025-12-03,17:06:37,94
N47353,Rossiya,2025-05-21,10:00:08,173
U61048,Aeroflot,2025-01-21,11:13:14,161
SU2644,Aeroflot,2025-03-19,13:38:45,297
UT1207,S7 Airlines,2025-10-11,07:15:51,265
S73228,Pobeda,2024-05-12,05:52:22,63
WZ8198,Red Wings,2025-04-15,19:26:06,233
FV6032,Ural Airlines,2025-09-03,14:18:29,72
FV8180,Rossiya,2025-03-12,17:51:12,97
WZ1314,S7 Airlines,2024-12-22,01:57:40,44
SU528,S7 Airlines,2025-07-22,00:00:11,226
UT3300,Rossiya,2025-10-16,14:02:28,277
FV9215,Ural Airlines,2024-10-22,07:33:36,89
UT8162,Red Wings,2025-08-26,07:22:42,258
DP5128,Ural Airlines,2025-10-28,15:24:38,110
WZ5681,Ural Airlines,2024-08-25,07:33:10,167
UT6814,S7 Airlines,2025-02-22,11:42:49,85
WZ8381,Red Wings,2025-03-20,16:42:38,210
UT4011,Rossiya,2024-12-24,14:38:59,99
DP7951,Aeroflot,2024-10-02,10:14:13,198
U61512,Aeroflot,2025-04-18,04:49:50,215
FV8195,Aeroflot,2025-07-05,10:35:38,221
WZ4105,Aeroflot,2024-10-07,11:59:24,24
DP9030,Pobeda,2025-09-17,12:29:33,272
WZ3413,Rossiya,2025-04-17,17:53:23,232
S72039,Ural Airlines,2024-06-09,22:18:08,17
FV2572,S7 Airlines,2025-01-01,16:53:30,238
U6185,Aeroflot,2024-12-01,21:59:34,287
S77271,Red Wings,2024-11-07,13:55:32,149
WZ6312,S7 Airlines,2025-02-06,22:48:26,42
WZ3592,Utair,2025-08-18,17:21:37,173
U65538,S7 Airlines,2025-09-02,05:22:16,179
S77450,Aeroflot,2025-01-10,03:23:54,298
S78017,Utair,2025-01-20,11:36:58,268
DP9752,Red Wings,2025-06-09,15:30:36,197
FV3154,Nordwind,2024-11-24,13:11:35,234
UT5361,Red Wings,2025-04-23,00:27:12,274
DP3326,Nordwind,2024-12-07,16:59:18,190
DP3675,Aeroflot,2024-04-10,21:09:20,162
FV5753,Utair,2024-04-12,22:28:35,177
SU8607,S7 Airlines,2025-11-18,18:05:07,208
FV7284,Nordwind,2025-02-03,23:59:17,111
FV3878,Ural Airlines,2025-09-22,03:42:14,251
FV4877,Nordwind,2025-06-16,02:29:46,260
DP4288,Rossiya,2024-02-22,22:23:56,189
N48732,Ural Airlines,2025-09-03,14:30:16,231
U64488,Aeroflot,2024-12-20,15:29:28,216
S77615,Utair,2024-12-13,02:18:45,110
UT8684,Pobeda,2025-06-17,12:29:11,298
S79351,Aeroflot,2024-12-04,23:37:41,216
FV6930,Aeroflot,2024-04-16,01:04:40,245
U67069,S7 Airlines,2024-06-07,06:01:01,40
FV8753,S7 Airlines,2025-08-17,16:07:55,91
UT7803,Nordwind,2025-08-27,06:34:49,241
FV2473,Ural Airlines,2024-05-04,16:56:33,233
N47015,Pobeda,2025-10-08,04:42:17,92
FV6170,Ural Airlines,2024-09-10,11:49:19,17
UT2955,Red Wings,2025-01-27,09:44:35,74
U66923,Ural Airlines,2025-10-16,23:37:15,160
U64599,Ural Airlines,2024-03-02,05:27:47,214
WZ4813,Utair,2025-06-06,14:59:18,86
U68432,S7 Airlines,2025-03-10,08:54:51,286
U63837,Nordwind,2025-06-11,04:24:57,79
UT8866,S7 Airlines,2024-07-16,13:10:54,192
WZ5071,Nordwind,2024-03-24,14:09:03,238
SU3529,S7 Airlines,2024-07-23,23:11:15,177
U61741,Pobeda,2025-08-20,00:36:16,39
WZ8950,Red Wings,2025-11-25,08:17:50,113
N45630,Rossiya,2025-02-05,05:56:48,155
FV9465,Nordwind,2025-01-14,05:19:45,270
N44730,Ural Airlines,2025-03-06,23:27:19,144
WZ9713,Rossiya,2025-11-16,23:48:31,46
SU2054,S7 Airlines,2025-08-25,15:16:19,264
FV7827,Nordwind,2025-11-04,06:06:47,117
UT9585,Red Wings,2025-12-17,14:51:09,42
DP2536,Pobeda,2024-06-05,00:18:58,187
U69694,Ural Airlines,2024-12-02,19:27:01,171
N46400,Pobeda,2025-10-06,02:34:54,122
SU5917,S7 Airlines,2024-04-17,13:54:21,257
N4208,Ural Airlines,2024-05-19,17:52:51,15
U63890,Nordwind,2024-01-28,15:12:42,100
FV7622,Red Wings,2024-06-11,12:04:29,187
S75017,Rossiya,2024-06-14,13:50:07,56
U68956,S7 Airlines,2024-06-16,08:00:39,118
UT2679,Ural Airlines,2025-04-12,11:46:33,24
WZ4093,Ural Airlines,2024-07-13,18:00:50,157
UT5878,Nordwind,2025-04-09,06:13:42,87
U64273,Rossiya,2024-07-02,10:19:39,53
U66371,Aeroflot,2024-05-06,20:10:01,99
N44201,Red Wings,2024-03-19,00:14:27,276
S72416,Utair,2025-09-12,04:37:29,54
DP7709,Red Wings,2024-04-16,06:14:18,116
S71873,Aeroflot,2025-10-21,19:14:11,187
U66841,Red Wings,2025-07-15,01:35:20,269
UT3268,Ural Airlines,2025-01-18,15:48:52,295
S7420,Red Wings,2024-08-07,23:01:45,215
WZ3589,Nordwind,2025-03-24,00:29:15,5
WZ558,Ural Airlines,2024-07-10,10:45:18,129
S75281,Nordwind,2024-04-23,01:37:26,158
N49464,Rossiya,2025-10-18,21:00:13,210
WZ7468,Pobeda,2025-05-10,09:22:29,277
UT6893,Utair,2024-06-15,02:58:29,4
U64458,Utair,2025-09-01,12:58:25,23
S74311,Nordwind,2025-11-25,23:27:11,242
N4711,Utair,2025-11-16,21:20:22,155
DP4981,Rossiya,2025-08-24,09:36:00,190
SU8040,Pobeda,2024-06-13,13:56:47,297
UT2222,Pobeda,2024-01-20,18:10:54,159
SU9544,S7 Airlines,2024-04-07,04:52:45,295
N48724,S7 Airlines,2024-04-21,10:56:38,99
SU1375,Rossiya,2025-12-04,05:38:10,109
FV4307,Pobeda,2025-09-06,10:51:04,85
S79683,Ural Airlines,2025-03-08,11:20:23,288
SU3399,Red Wings,2024-02-23,12:48:31,109
WZ7232,Aeroflot,2025-10-21,18:28:32,129
DP5408,Ural Airlines,2024-02-14,00:44:22,179
SU8863,Rossiya,2024-04-24,18:28:21,180
UT2570,Aeroflot,2024-08-15,17:37:13,55
N45564,Pobeda,2025-11-25,08:22:59,169
DP5832,Utair,2025-01-05,08:42:02,140
DP6327,Aeroflot,2024-06-02,19:42:07,159
DP7827,Ural Airlines,2024-01-01,16:20:12,249
S7960,Nordwind,2024-10-24,17:13:14,20
SU4130,Rossiya,2025-06-27,07:06:37,1
SU9592,Red Wings,2025-08-02,05:56:55,122
UT1483,Pobeda,2024-10-08,01:56:15,96
SU7762,Rossiya,2024-12-11,10:12:02,183
UT4026,Aeroflot,2024-10-28,05:01:16,60
N4613,Aeroflot,2025-11-18,22:21:26,62
SU5642,Ural Airlines,2025-08-08,21:59:57,266
U64876,S7 Airlines,2025-03-01,09:17:26,275
S71850,Ural Airlines,2025-05-10,10:15:42,109
N44478,Nordwind,2025-12-01,09:51:22,186
FV6248,Nordwind,2024-04-11,14:28:38,217
SU7955,Ural Airlines,2025-10-07,23:32:58,32
UT4949,Red Wings,2025-05-01,03:31:51,9
UT4512,Nordwind,2025-09-07,12:39:07,206
N49804,Red Wings,2024-11-13,09:05:43,105
DP4247,Aeroflot,2025-06-16,22:16:24,143
DP2007,Utair,2024-01-25,11:28:09,291
DP3657,Pobeda,2025-04-26,18:02:05,175
FV7838,Nordwind,2024-09-21,01:20:17,297
UT9214,Pobeda,2024-04-20,17:41:25,136
N44217,Pobeda,2025-03-07,15:31:03,60
S74973,Utair,2024-05-24,09:58:26,85
U64852,Aeroflot,2024-07-01,06:43:34,92
UT7721,Aeroflot,2024-02-28,05:52:51,59
U6252,Nordwind,2024-07-18,12:47:33,203
U68827,Ural Airlines,2025-12-19,04:25:10,200
SU3165,S7 Airlines,2024-07-04,05:35:09,54
WZ4162,Utair,2025-04-21,21:39:20,252
DP1458,Rossiya,2025-02-07,06:05:15,129
UT762,Nordwind,2024-07-28,22:30:22,177
UT7943,Utair,2024-12-28,13:51:54,36
S71312,Ural Airlines,2024-07-04,23:55:51,60
SU1362,Red Wings,2025-04-01,20:33:51,44
FV4110,Pobeda,2024-06-22,19:54:48,97
DP2162,Nordwind,2024-06-23,05:18:13,266
UT2153,Nordwind,2025-09-17,03:00:39,293
N44795,Nordwind,2025-07-11,03:00:14,170
UT4721,Nordwind,2025-04-16,22:30:51,80
U61386,S7 Airlines,2024-03-28,12:39:59,204
FV5624,Red Wings,2024-04-16,07:01:39,132
DP7104,Rossiya,2025-12-15,20:03:35,152
S72862,Rossiya,2025-09-19,07:49:43,111
DP9867,S7 Airlines,2024-01-18,01:34:43,224
SU8063,S7 Airlines,2025-10-19,07:06:27,54
WZ3945,Nordwind,2025-03-28,08:35:38,128
FV9555,Ural Airlines,2024-04-06,02:51:55,70
FV7611,Utair,2025-07-23,13:57:35,79
DP3998,Nordwind,2024-06-01,17:14:21,66
U61469,Rossiya,2025-08-14,06:10:38,248
DP9087,Pobeda,2024-10-03,06:31:24,255
DP8048,Ural Airlines,2024-02-03,05:52:13,202
U65572,Pobeda,2025-09-01,21:12:15,48
DP3857,Aeroflot,2024-12-19,00:15:47,80
S72444,Ural Airlines,2025-03-10,03:56:01,13
FV3567,S7 Airlines,2025-05-18,07:51:51,285
N42938,Pobeda,2025-12-21,23:04:08,100
FV5366,Aeroflot,2024-10-09,22:52:05,59
SU5864,Nordwind,2025-12-19,14:24:39,213
S75826,S7 Airlines,2024-05-17,10:24:26,58
DP1036,Ural Airlines,2025-05-28,15:27:56,158
U62725,Utair,2024-03-15,01:15:45,210
FV8298,Ural Airlines,2025-12-23,18:59:57,61
DP8836,Ural Airlines,2024-07-20,18:36:20,214
U61787,Rossiya,2024-12-15,22:47:55,98
SU5449,Ural Airlines,2024-11-12,22:21:02,186
UT3730,Nordwind,2024-08-07,05:46:16,71
U68679,Utair,2025-12-06,14:04:47,16
FV9166,Red Wings,2024-06-25,11:13:21,243
WZ3522,Utair,2024-07-14,12:38:14,119
WZ9756,S7 Airlines,2024-11-21,18:26:56,55
S79803,Red Wings,2024-06-27,06:42:32,143
WZ6657,Ural Airlines,2024-02-13,14:15:53,94
U6987,Utair,2025-02-28,06:00:27,276
S77394,S7 Airlines,2024-03-16,13:41:25,247
FV9539,Red Wings,2025-01-22,00:16:16,76
SU4589,Aeroflot,2024-09-18,11:08:02,122
U61086,Ural Airlines,2025-01-06,10:39:55,121
DP3826,S7 Airlines,2025-12-04,07:21:58,217
UT5263,Red Wings,2025-09-24,01:21:08,118
FV4571,Red Wings,2025-04-18,08:38:49,178
DP1823,Nordwind,2025-11-28,05:37:08,9
N44953,Ural Airlines,2025-08-15,14:47:13,280
FV163,Utair,2025-09-28,00:14:12,14
SU8029,S7 Airlines,2024-07-15,04:57:09,134
DP3224,Ural Airlines,2024-02-15,20:24:47,259
UT5151,Rossiya,2025-11-25,12:32:02,36
FV3256,Nordwind,2024-01-04,05:48:59,277
WZ2900,Rossiya,2024-12-04,12:24:13,67
U64243,Utair,2024-06-01,22:36:09,221
DP7551,S7 Airlines,2025-07-17,12:00:12,57
S76472,Utair,2025-05-16,08:41:24,268
U61207,Utair,2024-09-23,17:19:06,46
SU5341,Red Wings,2024-09-09,16:51:34,222
FV1345,Ural Airlines,2024-04-04,16:29:23,57
WZ7842,Nordwind,2025-04-01,18:20:45,132
FV7062,Pobeda,2025-09-26,11:34:32,277
S73174,S7 Airlines,2025-07-24,13:08:39,2
FV487,Ural Airlines,2025-06-08,08:42:57,117
FV875,Red Wings,2024-05-23,21:26:53,177
DP4770,Rossiya,2024-12-15,12:21:03,163
N49653,S7 Airlines,2025-04-24,04:15:37,235
DP1510,Ural Airlines,2024-06-16,21:42:02,49
SU3000,Rossiya,2024-06-22,06:12:13,143
SU9734,Aeroflot,2025-02-21,20:33:47,188
FV6806,Utair,2024-06-28,03:30:23,227
SU1354,S7 Airlines,2025-10-27,22:10:22,13
UT8702,Aeroflot,2024-08-12,15:02:56,40
N46336,Red Wings,2024-07-05,21:24:03,283
SU507,Aeroflot,2025-10-26,22:34:39,97
WZ6143,Aeroflot,2025-11-02,14:01:53,126
SU4942,Ural Airlines,2024-01-12,16:48:39,201
SU6229,Pobeda,2024-02-20,14:20:02,243
S72608,Utair,2025-04-11,13:42:33,244
N41976,Red Wings,2025-01-23,09:35:53,4
FV3389,Utair,2024-01-26,19:23:25,54
N43645,Utair,2024-08-28,15:45:09,16
N41492,Ural Airlines,2025-11-03,13:25:11,75
N47139,Rossiya,2025-05-23,13:44:38,231
U63710,Red Wings,2024-11-20,02:34:47,208
SU7105,S7 Airlines,2024-12-28,04:48:34,86
FV3051,S7 Airlines,2024-01-14,04:56:55,95
UT8349,Pobeda,2025-01-20,10:10:52,23
U66217,Pobeda,2025-03-17,16:56:26,90
FV3938,Ural Airlines,2025-03-18,08:25:13,263
UT2682,Utair,2025-05-08,01:48:49,84
UT787,Pobeda,2024-01-23,03:24:26,0
DP594,S7 Airlines,2024-04-06,01:56:53,92
FV5693,Utair,2024-09-06,07:16:54,175
FV2883,Nordwind,2025-11-10,17:33:24,228
WZ2408,Pobeda,2024-06-09,01:50:07,228
U68930,Pobeda,2024-12-13,01:16:31,42
WZ3777,Pobeda,2025-08-18,15:48:50,171
SU5922,S7 Airlines,2024-07-20,04:51:59,279
FV4518,Rossiya,2024-03-11,17:51:35,298
DP1522,Rossiya,2024-04-06,05:42:13,181
UT7262,Pobeda,2025-11-28,23:14:59,40
U62817,Red Wings,2025-05-06,11:46:55,6
N41168,Aeroflot,2025-04-01,14:56:20,12
SU6723,Rossiya,2024-01-20,10:33:43,70
S78784,Rossiya,2024-09-19,16:32:52,170
N46812,Nordwind,2025-01-16,17:26:00,163
N41293,Nordwind,2025-08-02,16:42:19,40
WZ6108,Ural Airlines,2024-07-24,03:14:34,50
UT2733,Pobeda,2025-08-27,01:02:04,91
N43724,Red Wings,2025-04-10,12:35:54,99
SU127,Pobeda,2025-08-15,14:19:38,77
N48724,Pobeda,2024-06-04,13:01:45,111
FV7999,Ural Airlines,2025-12-16,19:57:04,93
SU8190,Red Wings,2025-02-26,11:35:46,94
SU4092,Ural Airlines,2024-07-09,08:09:57,2
N41900,S7 Airlines,2024-03-13,08:54:45,186
U65876,Pobeda,2025-07-12,18:46:02,84
SU7121,Rossiya,2025-02-06,21:44:50,30
FV8204,Nordwind,2024-09-18,20:16:14,36
U61641,Rossiya,2025-05-08,15:51:38,282
SU5670,Rossiya,2024-06-13,15:41:21,26
DP2638,Rossiya,2025-12-15,14:53:26,2
WZ4718,Nordwind,2024-06-24,14:15:34,224
WZ3804,Pobeda,2025-02-21,19:32:26,180
N41765,S7 Airlines,2024-03-11,10:49:03,231
WZ1466,Red Wings,2024-02-19,15:49:42,163
S72232,Utair,2024-12-07,05:19:23,132
SU8281,Aeroflot,2025-10-08,18:58:38,194
WZ8281,Aeroflot,2024-05-17,12:47:16,273
FV8550,Red Wings,2025-07-26,08:20:07,233
DP9074,Nordwind,2025-01-24,07:16:00,96
SU5814,Rossiya,2024-11-24,06:24:57,196
UT8291,S7 Airlines,2024-02-25,16:05:44,267
SU8238,Aeroflot,2025-02-26,12:19:33,24
U65264,Ural Airlines,2024-05-14,04:48:54,163
SU1972,Rossiya,2024-07-11,08:55:56,4
